idu,id_adr,type_lien,nb_adr,nb_parc
75109000AU0096,75109_4295_00017,GEO,1,1
75109000AZ0072,75109_8299_00036,GEO,2,1
75109000BA0011,75109_5381_00046,GEO,1,1
75109000AZ0109,75109_1290_00002,GEO,4,1
75109000AZ0083,75109_8289_00039,GEO,1,1
75109000AZ0092,75109_8289_00021,GEO,1,1
75109000AZ0166,75109_8289_00035,GEO,3,1
75109000AZ0111,75109_1290_00001_z,GEO,7,1
75109000AZ0070,75109_8299_00032,GEO,1,1
75109000AZ0105,75109_1290_00008,GEO,2,1
75109000AZ0064,75109_4pprby_00003,GEO,1,1
75109000AZ0052,75109_8299_00012,GEO,2,1
75109000BA0008,75109_5381_00048,GEO,1,1
75109000AY0017,75109_3510_00062,GEO,1,1
75109000AY0008,75109_3510_00063,GEO,1,1
75109000AZ0109,75109_1290_00006,GEO,4,1
75109000AZ0067,75109_8299_00028,GEO,2,1
75109000AZ0105,75109_8289_00011,GEO,2,1
75109000AZ0111,75109_1290_00003,GEO,7,1
75109000AZ0106,75109_8289_00015,GEO,1,1
75109000AY0089,75109_3510_00054,GEO,1,1
75109000AW0002,75109_3510_00032,GEO,1,1
75109000AU0094,75109_4295_00013,GEO,1,1
75109000AY0090,75109_3510_00052,GEO,1,1
75109000AZ0109,75109_1290_00004,GEO,4,1
75109000AZ0151,75109_8299_00024,GEO,2,1
75109000AZ0053,75109_8299_00006,GEO,1,1
75109000AZ0111,75109_8289_00005_b,GEO,7,1
75109000AZ0078,75109_5381_00013,GEO,1,1
75109000AZ0079,75109_5381_00011,GEO,1,1
75109000AY0013,75109_3510_00066_b,GEO,2,1
75109000AZ0109,75109_8289_00009,GEO,4,1
75109000BA0015,75109_5381_00042,GEO,1,1
75109000AY0098,75109_3510_00041,GEO,1,1
75109000AZ0151,75109_8299_00022,GEO,2,1
75109000AZ0082,75109_5381_00003,GEO,2,1
75109000AZ0111,75109_1290_00005,GEO,7,1
75109000AZ0065,75109_8299_00020,GEO,1,1
75109000AZ0166,75109_8289_00037,GEO,3,1
75109000AZ0077,75109_5381_00015,GEO,1,1
75109000AZ0075,75109_5381_00019,GEO,1,1
75109000AW0026,75109_3510_00026,GEO,2,1
75109000AY0015,75109_3510_00066,GEO,1,1
75109000AZ0113,75109_8289_00003,GEO,1,1
75109000AZ0111,75109_1290_00007,GEO,7,1
75109000AZ0072,75109_5381_00025,GEO,2,1
75109000AZ0166,75109_6183_00033,GEO,3,1
75109000AY0016,75109_3510_00064,GEO,1,1
75109000AZ0052,75109_8299_00010,GEO,2,1
75109000AZ0074,75109_5381_00021,GEO,1,1
75109000AZ0071,75109_8299_00034,GEO,1,1
75109000AW0026,75109_3510_00024,GEO,2,1
75109000AZ0111,75109_8289_00007,GEO,7,1
75109000BA0004,75109_5381_00052,GEO,1,1
75109000AZ0049,75109_0090_00001,GEO,2,1
75109000AZ0049,75109_8299_00013,GEO,2,1
75109000AY0097,75109_3510_00043,GEO,1,1
75109000AW0005,75109_3510_00030,GEO,1,1
75109000AZ0051,75109_8299_00014,GEO,1,1
75109000AZ0111,75109_1290_00001,GEO,7,1
75109000AZ0081,75109_5381_00005,GEO,1,1
75109000AZ0082,75109_8289_00041,GEO,2,1
75109000AZ0084,,,,
75109000BA0075,75109_5381_00024,GEO,1,1
75109000BC0058,75109_8288_00011,GEO,1,1
75109000BA0058,75109_8289_00051,GEO,1,1
75109000BA0057,75109_9508_00001,GEO,2,1
75109000BB0001,75109_8288_00063,GEO,3,1
75109000BD0007,75109_8299_00070,GEO,1,1
75109000BC0019,75109_8288_00025,GEO,1,1
75109000BC0098,75109_8289_00082,GEO,2,1
75109000BC0060,75109_8288_00009,GEO,1,1
75109000BA0100,75109_5381_00039,GEO,1,1
75109000BA0084,75109_8299_00021,GEO,1,1
75109000BA0159,75109_5382_00003,GEO,1,1
75109000BA0074,75109_5381_00022,GEO,1,1
75109000BA0037,75109_8299_00041,GEO,1,1
75109000BA0080,75109_8299_00029,GEO,1,1
75109000BA0085,75109_8299_00019,GEO,1,1
75109000BC0040,75109_8289_00087,GEO,1,1
75109000BC0015,75109_8288_00029,GEO,1,1
75109000BA0061,75109_8289_00045,GEO,1,1
75109000BA0157,75109_5382_00005,GEO,1,1
75109000BC0062,75109_8288_00007,GEO,1,1
75109000BC0098,75109_2685_00021,GEO,2,1
75109000BA0161,75109_5381_00036,GEO,2,1
75109000BA0161,75109_5382_00001,GEO,2,1
75109000BA0059,75109_8289_00049,GEO,1,1
75109000BC0059,75109_8288_00009_b,GEO,1,1
75109000BA0077,75109_5381_00028,GEO,2,1
75109000BA0016,75109_5381_00040,GEO,1,1
75109000BC0101,75109_8289_00078,GEO,1,1
75109000BA0060,75109_8289_00047,GEO,1,1
75109000BC0061,75109_8288_00007_b,GEO,1,1
75109000BA0076,75109_5381_00026,GEO,1,1
75109000BA0062,75109_5381_00006,GEO,3,1
75109000BC0038,75109_8289_00083,GEO,1,1
75109000BC0052,75109_8289_00092,GEO,1,1
75109000BB0046,75109_8288_00049,GEO,1,1
75109000BA0165,75109_5382_00004,GEO,1,1
75109000BA0062,75109_5381_00008,GEO,3,1
75109000BB0060,75109_8299_00053_b,GEO,1,1
75109000BA0062,75109_8289_00043,GEO,3,1
75109000BB0001,75109_6147_00072_t,GEO,3,1
75109000BC0037,75109_8289_00081,GEO,1,1
75109000BB0058,75109_8299_00055,GEO,1,1
75109000BC0041,75109_2685_00026,GEO,2,1
75109000BA0032,75109_8299_00037,GEO,1,1
75109000BA0077,75109_8299_00038,GEO,2,1
75109000BB0057,75109_8299_00057,GEO,1,1
75109000BA0065,75109_5381_00016,GEO,1,1
75109000BA0057,75109_8289_00053,GEO,2,1
75109000BC0036,75109_2990_00068,GEO,2,1
75109000BC0036,75109_8289_00079,GEO,2,1
75109000BC0041,75109_8289_00084,GEO,2,1
75109000BA0020,75109_5381_00038_b,GEO,2,1
75109000BC0016,75109_8288_00027,GEO,1,1
75109000BA0020,75109_5381_00038,GEO,2,1
75109000BB0064,75109_8299_00051,GEO,1,1
75109000BB0001,75109_9872_00013,GEO,3,1
75109000BC0128,75109_8288_00017,GEO,1,1
75109000BA0079,75109_5381_00029,GEO,1,1
75109000BC0064,75109_8288_00003,GEO,1,1
75109000BC0057,75109_8288_00013,GEO,1,1
75109000BF0017,75109_6125_00031,GEO,1,1
75109000BD0109,75109_8289_00058,GEO,5,1
75109000BF0002,75109_6125_00037,GEO,1,1
75110000AB0042,75110_8782_00025,GEO,2,1
75109000BF0043,75109_6125_00001,GEO,3,1
75109000BE0056,75109_3512_00107,GEO,2,1
75109000BF0026,75109_6125_00021,GEO,2,1
75109000BE0008,75109_8289_00040,GEO,1,1
75109000BF0065,75109_8289_00006,GEO,1,1
75109000BF0021,75109_6125_00027,GEO,1,1
75109000BD0109,75109_8289_00058_b,GEO,5,1
75110000AB0048,75110_8782_00020,GEO,1,1
75109000BE0058,75109_6125_00008,GEO,1,1
75110000AB0031,75110_8782_00023,GEO,2,1
75109000BF0043,75109_3512_00105,GEO,3,1
75109000BF0037,75109_6125_00013,GEO,1,1
75109000BD0141,75109_8289_00067,GEO,1,1
75109000BD0011,75109_8299_00066,GEO,2,1
75109000BE0057,75109_6125_00004,GEO,2,1
75109000BE0098,75109_6125_00026,GEO,2,1
75109000BE0108,75109_6125_00038,GEO,1,1
75109000BE0059,75109_6125_00012,GEO,2,1
75109000BF0001,75109_6125_00041,GEO,3,1
75109000BD0125,75109_8289_00048,GEO,1,1
75109000BF0036,75109_6125_00015,GEO,1,1
75110000AA0022,75110_3512_00164,GEO,1,1
75110000AB0012,75110_8295_00029_b,GEO,1,1
75110000AB0042,75110_0262_00007,GEO,2,1
75109000BE0002,75109_8289_00036,GEO,1,1
75109000BE0060,75109_6125_00014,GEO,1,1
75109000BF0041,75109_6125_00009,GEO,2,1
75109000BD0036,75109_9508_00012,GEO,4,1
75110000AB0013,75110_8295_00029,GEO,1,1
75109000BF0001,75109_6125_00039,GEO,3,1
75109000BF0023,75109_6125_00023,GEO,1,1
75109000BD0033,75109_8289_00059,GEO,1,1
75109000BD0049,75109_8289_00075,GEO,1,1
75109000BE0098,75109_6125_00028,GEO,2,1
75109000BD0109,75109_8289_00060,GEO,5,1
75109000BF0026,75109_7479_00003,GEO,2,1
75109000BD0030,75109_8289_00057,GEO,1,1
75109000BF0003,75109_6125_00035,GEO,1,1
75109000BD0036,75109_8289_00065,GEO,4,1
75109000BD0112,75109_8289_00056,GEO,1,1
75109000BE0062,75109_6125_00018_b,GEO,2,1
75109000BD0034,75109_8289_00059_b,GEO,1,1
75109000BF0018,75109_6125_00029,GEO,1,1
75110000AB0028,75110_8782_00019,GEO,1,1
75109000BE0099,75109_6125_00030,GEO,1,1
75109000BE0001,75109_5381_00004,GEO,2,1
75109000BE0059,75109_6125_00010,GEO,2,1
75109000BF0066,75109_8289_00008,GEO,1,1
75109000BD0011,75109_8299_00068,GEO,2,1
75109000BD0109,75109_7359_00025,GEO,5,1
75109000BD0036,75109_8289_00063,GEO,4,1
75110000AB0031,75110_8782_00021,GEO,2,1
75109000BE0001,75109_8289_00034,GEO,2,1
75109000BD0149,75109_8289_00069_a,GEO,1,1
75109000BD0036,75109_8289_00061,GEO,4,1
75109000BD0061,75109_8289_00066,GEO,1,1
75109000BE0106,75109_6125_00036,GEO,1,1
75110000AB0047,75110_8782_00022,GEO,1,1
75109000BF0038,75109_6125_00011,GEO,1,1
75109000BE0062,75109_6125_00018,GEO,2,1
75110000AB0051,75110_8782_00018,GEO,1,1
75109000BF0043,75109_6125_00003,GEO,3,1
75109000BF0041,75109_6125_00007,GEO,2,1
75109000BF0001,75109_8289_00026,GEO,3,1
75109000BE0057,75109_6125_00006,GEO,2,1
75109000BE0056,75109_6125_00002,GEO,2,1
75109000BD0109,75109_8289_00060_b,GEO,5,1
75109000BE0105,75109_6125_00034,GEO,1,1
75110000AB0095,75110_8295_00023,GEO,1,1
75110000AD0013,75110_3516_00191,GEO,1,1
75110000AC0006,75110_3516_00187,GEO,1,1
75110000AF0027,75110_3522_00259,GEO,3,1
75110000AF0025,75110_0398_00084,GEO,5,1
75110000AH0017,75110_3516_00210,GEO,1,1
75110000AF0025,75110_3522_00265,GEO,5,1
75110000AF0026,75110_0398_00080,GEO,3,1
75110000AF0025,75110_3522_00263,GEO,5,1
75110000AG0025,75110_3522_00219,GEO,1,1
75110000AF0064,75110_3522_00229,GEO,1,1
75110000AG0027,75110_3522_00215,GEO,1,1
75110000AD0009,75110_3516_00199,GEO,1,1
75110000AF0026,75110_0398_00082,GEO,3,1
75110000AD0012,75110_3516_00193,GEO,1,1
75110000AF0025,75110_0693_00001,GEO,5,1
75110000AG0026,75110_3522_00217,GEO,3,1
75110000AE0080,75110_3516_00230,GEO,2,1
75110000AC0007,75110_3516_00189,GEO,1,1
75110000AB0090,75110_3512_00132,GEO,1,1
75110000AE0068,75110_3516_00220,GEO,1,1
75110000AB0091,75110_8295_00019,GEO,1,1
75110000AG0042,75110_3522_00195,GEO,1,1
75110000AG0043,75110_3522_00193,GEO,1,1
75110000AG0045,75110_3522_00189,GEO,1,1
75110000AB0089,75110_3512_00130,GEO,1,1
75110000AF0027,75110_3522_00257,GEO,3,1
75110000AB0084,75110_3512_00126,GEO,2,1
75110000AG0046,75110_3522_00187,GEO,3,1
75110000AE0078,75110_3516_00228,GEO,1,1
75110000AB0058,75110_8295_00024,GEO,1,1
75110000AG0037,75110_3522_00205,GEO,1,1
75110000AB0092,75110_8295_00021,GEO,1,1
75110000AB0052,75110_8782_00016,GEO,1,1
75110000AB0094,75110_3512_00136,GEO,1,1
75110000AG0026,75110_5240_00202,GEO,3,1
75110000AG0038,75110_3522_00203,GEO,1,1
75110000AF0027,75110_0398_00078,GEO,3,1
75110000AI0002,75110_3516_00186,GEO,1,1
75110000AD0008,75110_3516_00201,GEO,1,1
75110000AF0028,75110_3522_00255,GEO,1,1
75110000AF0026,75110_3522_00261,GEO,3,1
75110000AD0010,75110_3516_00197,GEO,1,1
75110000AF0025,75110_0693_00002,GEO,5,1
75110000AE0080,75110_5764_00075,GEO,2,1
75110000AG0046,75110_1924_00002,GEO,3,1
75110000AF0034,75110_3522_00247,GEO,1,1
75110000AB0096,75110_8295_00025,GEO,2,1
75110000AG0046,75110_3522_00185,GEO,3,1
75110000AB0084,75110_6183_00067,GEO,2,1
75110000AF0063,75110_3522_00231,GEO,1,1
75110000AG0026,75110_5240_00200,GEO,3,1
75110000AD0006,75110_3516_00205,GEO,1,1
75110000AE0069,75110_3516_00222,GEO,1,1
75110000AF0059,75110_3522_00235,GEO,1,1
75110000AE0076,75110_3516_00226,GEO,1,1
75110000AB0096,75110_2990_00041,GEO,2,1
75110000AB0067,75110_8782_00007,GEO,1,1
75110000AF0057,75110_3522_00239,GEO,1,1
75110000AG0034,75110_3522_00207,GEO,1,1
75110000AB0068,75110_8782_00005,GEO,1,1
75110000AF0058,75110_3522_00237,GEO,1,1
75110000AD0007,75110_3516_00203,GEO,1,1
75110000AF0033,,,,
75110000AF0040,,,,
75110000AK0010,75110_2659_00012,GEO,16,1
75110000AQ0044,75110_3516_00102,GEO,1,1
75110000AK0031,75110_3516_00144,GEO,12,1
75110000AP0053,75110_3516_00105,GEO,1,1
75110000AK0010,75110_2659_00001,GEO,16,1
75110000AM0005,75110_8782_00006,GEO,1,1
75110000AK0031,75110_0249_00011,GEO,12,1
75110000AN0083,75110_3512_00112,GEO,2,1
75110000AL0036,75110_9549_00011,GEO,1,1
75110000AK0010,75110_2659_00008,GEO,16,1
75110000AO0019,75110_3512_00080,GEO,3,1
75110000AR0017,75110_3516_00077,GEO,1,1
75110000AK0031,75110_0249_00015,GEO,12,1
75110000AK0010,75110_2659_00011,GEO,16,1
75110000AK0010,75110_2659_00009,GEO,16,1
75110000AN0016,75110_8295_00002,GEO,2,1
75110000AK0010,75110_0249_00025,GEO,16,1
75110000AK0031,75110_0249_00007,GEO,12,1
75110000AI0029,75110_0398_00009,GEO,2,1
75110000AK0010,75110_2659_00003,GEO,16,1
75110000AK0010,75110_2659_00014,GEO,16,1
75110000AK0015,75110_3516_00140,GEO,1,1
75110000AN0067,75110_3512_00094,GEO,1,1
75110000AL0044,75110_3516_00139,GEO,1,1
75110000AK0031,75110_3516_00144_b,GEO,12,1
75110000AQ0043,75110_3516_00106,GEO,2,1
75110000AO0043,75110_3512_00070,GEO,1,1
75110000AQ0063,75110_4833_00012,GEO,2,1
75110000AK0010,75110_3516_00148,GEO,16,1
75110000AO0019,75110_6290_00022,GEO,3,1
75110000AK0031,75110_0249_00013,GEO,12,1
75110000AI0018,75110_3516_00170,GEO,1,1
75110000AK0016,75110_3516_00132,GEO,1,1
75110000AP0054,75110_3516_00103,GEO,1,1
75110000AN0082,75110_0022_00015,GEO,2,1
75110000AK0010,75110_2659_00002,GEO,16,1
75110000AQ0043,75110_3516_00104,GEO,2,1
75110000AJ0027,75110_3516_00162_p,GEO,1,1
75110000AI0013,75110_3516_00176,GEO,1,1
75110000AK0010,75110_2659_00005,GEO,16,1
75110000AO0019,75110_6290_00024,GEO,3,1
75110000AN0004,75110_3512_00116,GEO,1,1
75110000AP0056,75110_3516_00099,GEO,1,1
75110000AP0045,75110_3598_00007,GEO,1,1
75110000AQ0033,75110_3516_00110,GEO,1,1
75110000AM0003,75110_8782_00010,GEO,1,1
75110000AN0016,75110_0022_00008,GEO,2,1
75110000AK0031,75110_0249_00009,GEO,12,1
75110000AK0010,75110_2659_00006,GEO,16,1
75110000AP0080,75110_4496_00006,GEO,1,1
75110000AN0079,75110_3512_00104,GEO,1,1
75110000AM0086,75110_3516_00157,GEO,2,1
75110000AL0037,75110_9549_00009,GEO,1,1
75110000AK0031,75110_0249_00017,GEO,12,1
75110000AL0054,75110_3516_00129,GEO,1,1
75110000AN0013,75110_8295_00005,GEO,1,1
75110000AN0082,75110_3512_00110,GEO,2,1
75110000AP0046,75110_3598_00007_b,GEO,1,1
75110000AI0011,75110_3516_00180,GEO,1,1
75110000AK0010,75110_2659_00010,GEO,16,1
75110000AN0068,75110_3512_00096,GEO,1,1
75110000AK0010,75110_2659_00004,GEO,16,1
75110000AM0004,75110_8782_00008,GEO,1,1
75110000AN0083,75110_0022_00017,GEO,2,1
75110000AL0052,75110_3516_00131,GEO,1,1
75110000AP0055,75110_3516_00101,GEO,1,1
75110000AI0029,75110_3516_00178_a,GEO,2,1
75110000AK0031,75110_0249_00019,GEO,12,1
75110000AQ0063,75110_3516_00092,GEO,2,1
75110000AL0049,75110_3516_00137,GEO,1,1
75110000AM0089,75110_3516_00155,GEO,1,1
75110000AN0061,75110_3512_00090,GEO,1,1
75110000AN0012,75110_8295_00007,GEO,1,1
75110000AN0024,75110_8295_00004,GEO,1,1
75110000AK0031,75110_0249_00021,GEO,12,1
75110000AP0044,75110_3598_00005,GEO,1,1
75110000AM0094,75110_3516_00153,GEO,1,1
75110000AK0031,75110_3516_00146_a,GEO,12,1
75110000AL0050,75110_3516_00135,GEO,1,1
75110000AP0033,75110_3598_00010,GEO,1,1
75110000AK0010,75110_2659_00007,GEO,16,1
75110000AK0014,75110_3516_00142,GEO,1,1
75110000AK0031,75110_0249_00023,GEO,12,1
75110000AK0010,75110_2659_00013,GEO,16,1
75110000AM0086,75110_5240_00156,GEO,2,1
75110000AR0050,75110_9100_00053,GEO,2,1
75110000AW0037,75110_4708_00017,GEO,1,1
75110000AU0045,75110_3516_00051,GEO,2,1
75110000AW0052,75110_3516_00022_a,GEO,1,1
75110000AW0056,75110_3516_00016,GEO,2,1
75110000AU0035,75110_7328_00011_z,GEO,3,1
75110000AR0031,75110_4833_00013,GEO,2,1
75110000AW0056,75110_3516_00016_b,GEO,2,1
75110000AW0034,75110_3516_00044,GEO,1,1
75110000AV0036,75110_6226_00015,GEO,1,1
75110000AW0055,75110_3516_00018,GEO,1,1
75110000AV0059,75110_3512_00002,GEO,4,1
75110000AR0040,75110_2738_00034,GEO,13,1
75110000AU0035,75110_7328_00011,GEO,3,1
75110000AV0059,75110_1097_00044,GEO,4,1
75110000AS0089,75110_3512_00058,GEO,2,1
75110000AR0040,75110_2738_00035,GEO,13,1
75110000AV0073,75110_3084_00047,GEO,2,1
75110000AR0040,75110_2738_00033,GEO,13,1
75110000AW0035,75110_4708_00022,GEO,3,1
75110000AW0041,75110_3516_00038,GEO,2,1
75110000AW0051,75110_3516_00020,GEO,1,1
75110000AV0073,75110_3512_00014,GEO,2,1
75110000AV0084,75110_3084_00013,GEO,4,1
75110000AR0040,75110_2738_00040,GEO,13,1
75110000AS0012,75110_3512_00054,GEO,1,1
75110000AV0038,75110_6226_00011,GEO,1,1
75110000AR0050,75110_3516_00074,GEO,2,1
75110000AV0084,75110_3084_00011,GEO,4,1
75110000AT0035,75110_3512_00024,GEO,1,1
75110000AV0084,75110_6226_00019,GEO,4,1
75110000AV0063,75110_3512_00008,GEO,1,1
75110000AW0030,75110_4708_00014,GEO,1,1
75110000AR0040,75110_9100_00061,GEO,13,1
75110000AU0073,75110_3516_00066,GEO,1,1
75110000AW0072,75110_3516_00010,GEO,1,1
75110000AV0061,75110_3512_00004,GEO,1,1
75110000AW0033,75110_4708_00020,GEO,1,1
75110000AU0045,75110_3516_00053,GEO,2,1
75110000AU0082,75110_3516_00060,GEO,1,1
75110000AR0029,75110_3516_00093,GEO,1,1
75110000AR0032,75110_3516_00088,GEO,1,1
75110000AW0035,75110_3516_00042,GEO,3,1
75110000AR0039,75110_3516_00086,GEO,1,1
75110000AS0005,75110_3512_00062,GEO,1,1
75110000AU0081,75110_3516_00062,GEO,1,1
75110000AR0021,75110_3516_00085,GEO,1,1
75110000AV0072,75110_3512_00012,GEO,1,1
75110000AR0020,75110_3516_00083,GEO,1,1
75110000AV0059,75110_1097_00042,GEO,4,1
75110000AW0041,75110_9100_00025,GEO,2,1
75110000AR0031,75110_3516_00090,GEO,2,1
75110000AW0035,75110_4708_00019,GEO,3,1
75110000AS0013,75110_3512_00052,GEO,1,1
75110000AW0066,75110_8522_00016,GEO,1,1
75110000AU0048,75110_3516_00059,GEO,1,1
75110000AR0040,75110_9100_00065,GEO,13,1
75110000AW0013,75110_3516_00041,GEO,1,1
75110000AU0035,75110_7328_00013,GEO,3,1
75110000AR0040,75110_9100_00063,GEO,13,1
75110000AR0040,75110_2738_00036,GEO,13,1
75110000AS0089,75110_7042_00011,GEO,2,1
75110000AR0040,75110_2738_00037,GEO,13,1
75110000AV0039,75110_6226_00009,GEO,1,1
75110000AW0039,75110_4708_00013,GEO,1,1
75110000AU0049,75110_3516_00061,GEO,1,1
75110000AS0001,75110_3512_00064,GEO,2,1
75110000AV0059,75110_1097_00042_b,GEO,4,1
75110000AR0040,75110_2738_00038,GEO,13,1
75110000AW0036,75110_3516_00040,GEO,1,1
75110000AR0040,75110_2738_00039,GEO,13,1
75110000AR0040,75110_2738_00032,GEO,13,1
75110000AR0047,75110_3516_00078,GEO,1,1
75110000AV0084,75110_6226_00017,GEO,4,1
75110000AT0004,75110_3512_00040,GEO,1,1
75110000AU0044,75110_3516_00049,GEO,1,1
75110000AU0065,75110_3516_00067,GEO,1,1
75110000AW0074,75110_3516_00006,GEO,1,1
75110000AS0001,75110_7043_00059,GEO,2,1
75110000AR0040,75110_3516_00084,GEO,13,1
75110000AX0021,75110_6144_00003,GEO,4,1
75110000AX0021,75110_9100_00008,GEO,4,1
75110000AZ0012,75110_3522_00051,GEO,3,1
75110000AW0075,75110_8522_00022,GEO,1,1
75110000AZ0013,75110_3522_00053,GEO,2,1
75110000AZ0012,75110_7912_00002,GEO,3,1
75110000AW0124,75110_3516_00037,GEO,2,1
75110000AW0129,75110_3516_00017,GEO,1,1
75110000AW0078,75110_3516_00002,GEO,2,1
75110000AX0022,75110_9100_00006,GEO,2,1
75110000AX0036,75110_3522_00007,GEO,1,1
75110000AW0108,75110_3516_00027,GEO,2,1
75110000AX0034,75110_3522_00003,GEO,1,1
75110000AW0102,75110_3516_00019,GEO,1,1
75110000AZ0016,75110_1916_00047,GEO,2,1
75110000AX0077,75110_3522_00008,GEO,1,1
75110000AX0061,75110_3522_00032,GEO,1,1
75110000AX0048,75110_3522_00039,GEO,1,1
75110000AZ0066,75110_3522_00064,GEO,1,1
75110000AZ0013,75110_3522_00055,GEO,2,1
75110000AW0098,75110_6226_00012,GEO,1,1
75110000AX0051,75110_3522_00046,GEO,1,1
75110000AW0084,75110_3516_00009,GEO,1,1
75110000AW0083,75110_3516_00007,GEO,1,1
75110000AX0060,75110_3522_00034,GEO,1,1
75110000AW0101,75110_6226_00016,GEO,1,1
75110000AX0021,75110_3522_00019,GEO,4,1
75110000AW0106,75110_3516_00023,GEO,1,1
75110000AX0053,75110_3522_00038,GEO,4,1
75110000AZ0008,75110_7912_00004,GEO,2,1
75110000AX0068,75110_3522_00018,GEO,1,1
75110000AX0078,75110_3522_00006,GEO,1,1
75110000AX0067,75110_3522_00020,GEO,1,1
75110000AW0104,75110_6226_00018,GEO,1,1
75110000AX0042,75110_3522_00027,GEO,2,1
75110000AW0078,75110_8522_00028,GEO,2,1
75110000AW0113,75110_3084_00009,GEO,2,1
75110000AX0022,75110_3522_00013,GEO,2,1
75110000AW0128,75110_3516_00036,GEO,1,1
75110000AZ0062,75110_1916_00039,GEO,2,1
75110000AZ0061,75110_3522_00068,GEO,1,1
75110000AZ0008,75110_7912_00006,GEO,2,1
75110000AZ0062,75110_3522_00066,GEO,2,1
75110000AW0124,75110_3084_00006,GEO,2,1
75110000AZ0059,75110_1916_00043,GEO,2,1
75110000AZ0010,75110_3522_00045,GEO,1,1
75110000AW0077,75110_8522_00026,GEO,1,1
75110000AX0053,75110_3522_00044,GEO,4,1
75110000AX0021,75110_3522_00017,GEO,4,1
75110000AW0113,75110_6226_00022,GEO,2,1
75110000AX0049,75110_3522_00041,GEO,1,1
75110000AW0105,75110_6226_00020,GEO,1,1
75110000AZ0012,75110_3522_00049,GEO,3,1
75110000AX0054,75110_3522_00036,GEO,1,1
75110000AX0063,75110_3522_00030_a,GEO,1,1
75110000AX0042,75110_6144_00006,GEO,2,1
75110000AX0043,75110_3522_00029,GEO,1,1
75110000AZ0023,75110_3522_00084,GEO,1,1
75110000AZ0015,75110_3522_00059,GEO,1,1
75110000AW0103,75110_3516_00021,GEO,1,1
75110000AW0096,75110_6226_00008,GEO,1,1
75110000AZ0014,75110_3522_00057,GEO,1,1
75110000AW0093,75110_1097_00016,GEO,2,1
75110000AZ0016,75110_3522_00061,GEO,2,1
75110000AX0053,75110_3522_00040,GEO,4,1
75110000AX0080,75110_3522_00004,GEO,1,1
75110000AX0053,75110_3522_00042,GEO,4,1
75110000AW0108,75110_3516_00029,GEO,2,1
75110000AZ0059,75110_3522_00070,GEO,2,1
75110000AW0093,75110_6226_00002,GEO,2,1
75110000BA0035,75110_2738_00012,GEO,20,1
75110000BA0035,75110_2738_00006,GEO,20,1
75110000BA0035,75110_2738_00003,GEO,20,1
75110000BA0027,75110_3522_00069,GEO,1,1
75110000BJ0004,75110_3508_00053,GEO,2,1
75110000BI0041,75110_3508_00031,GEO,1,1
75110000BA0052,75110_6664_00018,GEO,2,1
75110000BH0020,75110_3508_00013,GEO,2,1
75110000BA0016,75110_3522_00081,GEO,3,1
75110000AZ0080,75110_3522_00048,GEO,1,1
75110000BA0035,75110_2738_00016,GEO,20,1
75110000BA0045,75110_3522_00096,GEO,3,1
75110000BC0059,75110_4293_00004,GEO,1,1
75110000BC0060,75110_4293_00006,GEO,1,1
75110000BI0035,75110_3508_00041,GEO,1,1
75110000BB0033,75110_3522_00132,GEO,1,1
75110000BF0046,75110_szr96z_00006,GEO,1,1
75110000BJ0029,75110_3508_00059,GEO,1,1
75110000BC0062,75110_0952_00065,GEO,3,1
75110000BA0052,75110_3522_00088,GEO,2,1
75110000BJ0028,75110_3508_00057,GEO,2,1
75110000BA0016,75110_9100_00046,GEO,3,1
75110000BA0035,75110_2738_00019,GEO,20,1
75110000BI0036,75110_3508_00039,GEO,1,1
75110000BA0028,75110_3522_00071,GEO,2,1
75110000BA0035,75110_2738_00004,GEO,20,1
75110000BB0028,75110_3522_00138,GEO,1,1
75110000BJ0101,75110_3508_00101,GEO,1,1
75110000BA0030,75110_3522_00077,GEO,1,1
75110000BC0062,75110_4293_00010,GEO,3,1
75110000BJ0100,75110_3508_00103,GEO,1,1
75110000BJ0098,75110_1379_00004,GEO,3,1
75110000BA0035,75110_2738_00018,GEO,20,1
75110000BA0035,75110_2738_00013,GEO,20,1
75110000BB0035,75110_3522_00128,GEO,1,1
75110000BA0035,75110_2738_00015,GEO,20,1
75110000BA0035,75110_3522_00089,GEO,20,1
75110000BJ0004,75110_0106_00001,GEO,2,1
75110000BJ0028,75110_0106_00002,GEO,2,1
75110000BH0020,75110_3508_00011,GEO,2,1
75110000BJ0030,75110_3508_00061,GEO,1,1
75110000BA0032,75110_3522_00083,GEO,1,1
75110000BA0045,75110_8693_00001,GEO,3,1
75110000AZ0073,75110_3522_00058,GEO,1,1
75110000AZ0077,75110_3522_00052,GEO,1,1
75110000BA0035,75110_2738_00005,GEO,20,1
75110000BC0065,75110_4293_00003,GEO,1,1
75110000BA0035,75110_2738_00011,GEO,20,1
75110000BA0035,75110_2738_00010,GEO,20,1
75110000BA0016,75110_9100_00048,GEO,3,1
75110000BA0035,75110_2738_00007,GEO,20,1
75110000BA0037,75110_3522_00093,GEO,1,1
75110000BA0035,75110_2738_00001,GEO,20,1
75110000BA0035,75110_2738_00008,GEO,20,1
75110000BA0044,75110_3522_00098,GEO,1,1
75110000BJ0103,75110_3508_00095,GEO,1,1
75110000BB0170,75110_3522_00142,GEO,1,1
75110000BA0035,75110_2738_00009,GEO,20,1
75110000BH0037,75110_3508_00023,GEO,1,1
