idu,id_adr,type_lien,nb_adr,nb_parc
75110000BF0050,75110_szr96z_00005,GEO,1,1
75110000BA0008,75110_3522_00101,GEO,1,1
75110000BA0029,75110_3522_00075,GEO,1,1
75110000BB0036,75110_3522_00126,GEO,2,1
75110000BH0038,75110_3508_00025,GEO,1,1
75110000BB0019,75110_3522_00123,GEO,2,1
75110000BH0032,75110_3508_00017,GEO,1,1
75110000BJ0003,75110_3508_00051,GEO,1,1
75110000BB0031,75110_3522_00134,GEO,1,1
75110000BA0031,75110_3522_00079,GEO,1,1
75110000BH0034,75110_3508_00021,GEO,1,1
75110000BA0028,75110_3522_00073,GEO,2,1
75110000BC0061,75110_4293_00008,GEO,1,1
75110000BB0019,75110_3522_00125,GEO,2,1
75110000BA0035,75110_2738_00002,GEO,20,1
75110000AZ0079,75110_3522_00050,GEO,1,1
75110000BA0035,75110_2738_00014,GEO,20,1
75110000BJ0098,75110_1379_00006,GEO,3,1
75110000BA0045,75110_8693_00001_t,GEO,3,1
75110000BC0062,75110_0952_00067,GEO,3,1
75110000BA0035,75110_2738_00017,GEO,20,1
75110000BB0036,75110_8081_00001_p2,GEO,2,1
75110000BI0039,75110_3508_00033,GEO,1,1
75110000BJ0032,75110_3508_00065,GEO,1,1
75110000BJ0098,75110_3508_00099,GEO,3,1
75110000BL0063,75110_1686_00002,GEO,5,1
75110000BP0045,75110_4964_00110,GEO,4,1
75110000BP0042,75110_1953_00002,GEO,3,1
75110000BP0009,75110_4293_00023_b,GEO,3,1
75110000BL0109,75110_4514_00014,GEO,6,1
75110000BL0109,75110_1378_00011,GEO,6,1
75110000BU0009,75110_4293_00022_b,GEO,1,1
75110000BL0109,75110_4514_00016,GEO,6,1
75110000BL0063,75110_1379_00029,GEO,5,1
75110000BW0003,75110_3522_00230,GEO,1,1
75110000BL0063,75110_1379_00027,GEO,5,1
75110000BS0011,75110_3522_00186_b,GEO,4,1
75110000BP0045,75110_0952_00054,GEO,4,1
75110000BL0063,75110_1686_00004,GEO,5,1
75110000BK0022,75110_9838_00001,GEO,4,1
75110000BK0022,75110_9838_00005,GEO,4,1
75110000BW0055,75110_3522_00212,GEO,1,1
75110000BP0028,75110_0952_00044,GEO,3,1
75110000BJ0124,75110_3508_00079,GEO,1,1
75110000BJ0125,75110_3508_00077,GEO,1,1
75110000BP0009,75110_4653_00002,GEO,3,1
75110000BJ0123,75110_3508_00081,GEO,2,1
75110000BP0026,75110_4293_00015,GEO,1,1
75110000BS0011,75110_3522_00184_b,GEO,4,1
75110000BK0002,75110_3508_00107_a,GEO,1,1
75110000BT0011,75110_4293_00037_b,GEO,3,1
75110000BT0012,75110_4293_00039_a,GEO,1,1
75110000BP0008,75110_4293_00027,GEO,3,1
75110000BL0063,75110_1686_00006,GEO,5,1
75110000BK0017,75110_1379_00024,GEO,1,1
75110000BK0022,75110_3508_00137,GEO,4,1
75110000BW0054,75110_3522_00210,GEO,1,1
75110000BU0011,75110_4293_00024,GEO,1,1
75110000BK0012,75110_3508_00121,GEO,1,1
75110000BK0021,75110_3508_00135,GEO,1,1
75110000BW0064,75110_3522_00218_a,GEO,1,1
75110000BK0018,75110_1379_00028,GEO,2,1
75110000BP0015,75110_4653_00013,GEO,1,1
75110000BP0037,75110_4964_00122,GEO,4,1
75110000BP0042,75110_1953_00003,GEO,3,1
75110000BK0047,75110_1379_00008,GEO,3,1
75110000BP0009,75110_4293_00023,GEO,3,1
75110000BW0056,75110_3522_00216,GEO,2,1
75110000BK0010,75110_1379_00016_b,GEO,2,1
75110000BK0016,75110_1379_00022,GEO,1,1
75110000BP0008,75110_4293_00025,GEO,3,1
75110000BP0045,75110_4653_00011,GEO,4,1
75110000BS0011,75110_3522_00186,GEO,4,1
75110000BK0013,75110_3508_00123,GEO,1,1
75110000BU0008,75110_4293_00020_b,GEO,3,1
75110000BP0037,75110_4653_00017,GEO,4,1
75110000BK0033,75110_1379_00032,GEO,2,1
75110000BU0008,75110_4293_00022,GEO,3,1
75110000BT0014,75110_4293_00035,GEO,1,1
75110000BW0052,75110_3522_00208,GEO,1,1
75110000BT0013,75110_4293_00037,GEO,1,1
75110000BT0011,75110_4293_00039,GEO,3,1
75110000BP0024,75110_4293_00021,GEO,2,1
75110000BJ0137,75110_3508_00083_a,GEO,1,1
75110000BU0008,75110_9737_00001,GEO,3,1
75110000BW0056,75110_3522_00214,GEO,2,1
75110000BS0009,75110_3522_00190,GEO,1,1
75110000BW0063,75110_3522_00218,GEO,1,1
75110000BP0028,75110_4293_00009,GEO,3,1
75110000BL0109,75110_4514_00018,GEO,6,1
75110000BJ0123,75110_3508_00083,GEO,2,1
75110000BK0047,75110_1379_00008_b,GEO,3,1
75110000BW0058,75110_3522_00220,GEO,1,1
75110000BP0045,75110_4964_00108,GEO,4,1
75110000BS0011,75110_3522_00184_t,GEO,4,1
75110000BS0061,75110_3522_00188,GEO,2,1
75110000BP0025,75110_4293_00017,GEO,2,1
75110000BK0022,75110_9838_00003,GEO,4,1
75110000BP0008,75110_4293_00027_b,GEO,3,1
75110000BK0018,75110_1379_00026,GEO,2,1
75110000BP0042,75110_4293_00029,GEO,3,1
75110000BP0037,75110_4653_00015,GEO,4,1
75110000BK0046,75110_3508_00109,GEO,1,1
75110000BL0109,75110_1378_00015,GEO,6,1
75110000BK0033,75110_2059_00018,GEO,2,1
75110000BT0011,75110_4293_00039_b,GEO,3,1
75110000BP0028,75110_4293_00011,GEO,3,1
75110000BP0025,75110_4293_00019,GEO,2,1
75110000BS0061,75110_3442_00019_a,GEO,2,1
75110000BK0010,75110_1379_00016,GEO,2,1
75110000BJ0111,75110_3508_00087,GEO,1,1
75110000BK0047,75110_1379_00010,GEO,3,1
75110000BP0024,75110_4653_00001,GEO,2,1
75110000BL0062,75110_1379_00031,GEO,1,1
75110000BL0084,75110_1379_00003,GEO,1,1
75110000BL0109,75110_1378_00013,GEO,6,1
75110000BP0011,75110_4653_00006,GEO,1,1
75110000BP0037,75110_4964_00124,GEO,4,1
75111000BD0001,75111_3642_00016,GEO,3,1
75111000CC0084,75111_3514_00011,GEO,1,1
75111000BX0119,75111_0701_00026,GEO,11,1
75111000CC0073,75111_3514_00029,GEO,2,1
75111000BX0119,75111_htso40_00010,GEO,11,1
75110000BY0002,75110_3522_00244,GEO,2,1
75111000BX0119,75111_0701_00028,GEO,11,1
75111000BE0061,75111_8536_00015,GEO,3,1
75111000AZ0088,75111_8642_00004,GEO,2,1
75111000AP0016,75111_8733_00007_b,GEO,5,1
75111000BV0032,75111_3797_00003,GEO,1,1
75111000BE0061,75111_8536_00013,GEO,3,1
75111000AP0020,75111_8733_00011,GEO,1,1
75111000AP0002,75111_0272_00111,GEO,2,1
75111000AP0016,75111_8733_00007,GEO,5,1
75111000CC0066,75111_8676_00007,GEO,9,1
75111000AP0016,75111_8733_00007_t,GEO,5,1
75111000BX0119,75111_0701_00036,GEO,11,1
75111000BX0112,75111_htso40_00001_s1,GEO,1,1
75111000AP0016,75111_6858_00014_b,GEO,5,1
75111000AK0025,75111_6553_00015,GEO,1,1
75110000BY0021,75110_3522_00270,GEO,1,1
75111000AK0024,75111_6553_00025,GEO,5,1
75111000AP0005,75111_0272_00117,GEO,3,1
75111000CC0073,75111_3514_00027,GEO,2,1
75111000AZ0088,75111_7067_00023,GEO,2,1
75110000BY0003,75110_3522_00246,GEO,1,1
75111000CC0066,75111_8676_00006,GEO,9,1
75111000BT0034,75111_5407_00006,GEO,1,1
75111000AK0024,75111_6553_00021,GEO,5,1
75111000BT0005,75111_5407_00014,GEO,1,1
75111000CE0008,75111_3514_00067,GEO,1,1
75111000AP0005,75111_3642_00026,GEO,3,1
75111000CC0061,75111_3514_00055,GEO,1,1
75111000CE0012,75111_y0ng7z_00001,GEO,3,1
75111000AP0040,75111_8733_00004,GEO,1,1
75111000BT0007,75111_5407_00018,GEO,1,1
75110000BY0002,75110_5240_00229,GEO,2,1
75110000BY0024,75110_0723_00005,GEO,1,1
75111000CC0066,75111_8676_00008,GEO,9,1
75111000BT0035,75111_5915_00002,GEO,2,1
75111000BX0119,75111_0701_00032,GEO,11,1
75110000BY0006,75110_3522_00248,GEO,1,1
75111000CC0066,75111_8676_00003,GEO,9,1
75111000BR0055,75111_6507_00007,GEO,1,1
75111000BX0119,75111_htso40_00018,GEO,11,1
75111000BD0001,75111_1857_00002,GEO,3,1
75111000CC0066,75111_8676_00005,GEO,9,1
75111000CC0082,75111_3514_00017,GEO,2,1
75111000BD0001,75111_0272_00107,GEO,3,1
75111000AP0005,75111_6858_00002,GEO,3,1
75111000BX0119,75111_0701_00034,GEO,11,1
75110000BY0016,75110_3522_00260,GEO,2,1
75110000BY0007,75110_5240_00233,GEO,3,1
75111000AK0024,75111_6553_00023,GEO,5,1
75111000BT0035,75111_5407_00008,GEO,2,1
75111000CC0066,75111_8676_00004,GEO,9,1
75110000BY0007,75110_3522_00252,GEO,3,1
75110000BY0020,75110_3522_00268,GEO,1,1
75111000CE0010,75111_3514_00071,GEO,1,1
75111000CC0065,75111_3514_00047,GEO,3,1
75111000CC0065,75111_6810_00002,GEO,3,1
75111000BD0003,75111_0272_00103,GEO,2,1
75111000BP0018,75111_8j4pt2_00003,GEO,1,1
75111000CC0066,75111_8676_00001,GEO,9,1
75111000CC0063,75111_3514_00051,GEO,1,1
75111000BD0005,75111_0272_00099,GEO,2,1
75111000CC0082,75111_3514_00015,GEO,2,1
75111000AK0022,75111_6553_00029,GEO,2,1
75110000BY0007,75110_3522_00250,GEO,3,1
75111000AI0023,75111_6858_00135,GEO,2,1
75110000BX0002,75110_3522_00234,GEO,1,1
75111000BD0003,75111_3642_00012,GEO,2,1
75110000BY0017,75110_3522_00264,GEO,1,1
75111000BX0119,75111_htso40_00012,GEO,11,1
75111000CC0065,75111_6810_00001,GEO,3,1
75111000BE0061,75111_8208_00045,GEO,3,1
75111000AP0032,75111_8733_00018,GEO,2,1
75111000BD0002,75111_0272_00105,GEO,2,1
75110000BY0016,75110_3522_00262,GEO,2,1
75111000AP0002,75111_3642_00020,GEO,2,1
75111000AI0023,75111_6553_00002,GEO,2,1
75111000AK0024,75111_6553_00017,GEO,5,1
75111000BD0002,75111_3642_00014,GEO,2,1
75111000AK0024,75111_6553_00019,GEO,5,1
75111000BD0005,75111_3642_00008,GEO,2,1
75110000BY0012,75110_3522_00258,GEO,1,1
75111000BX0119,75111_htso40_00016,GEO,11,1
75111000CC0066,75111_8676_00002,GEO,9,1
75111000AI0031,75111_6553_00018,GEO,1,1
75111000AP0032,75111_9907_00054,GEO,2,1
75111000AK0022,75111_4939_00102,GEO,2,1
75111000BV0039,75111_3797_00009,GEO,1,1
75111000CC0066,75111_3514_00045,GEO,9,1
75111000CC0071,75111_3514_00033,GEO,1,1
75111000CE0012,75111_3514_00075,GEO,3,1
75111000BV0031,75111_3797_00001,GEO,2,1
75111000BV0031,75111_8209_00034,GEO,2,1
75111000BX0119,75111_0701_00030,GEO,11,1
75111000CE0012,75111_y0ng7z_00002,GEO,3,1
75111000AP0016,75111_6858_00014,GEO,5,1
75111000BX0119,75111_htso40_00014,GEO,11,1
75111000CP0101,75111_4700_00005,GEO,12,1
75111000CP0101,75111_4700_00013,GEO,12,1
75111000CT0037,75111_3485_00010,GEO,4,1
75111000CE0015,75111_3514_00081,GEO,2,1
75111000CE0080,75111_3514_00129,GEO,1,1
75111000CP0101,75111_4700_00001,GEO,12,1
75111000CE0137,75111_6982_00002,GEO,10,1
75111000CV0042,75111_3514_00151,GEO,1,1
75111000CE0077,75111_3514_00125,GEO,1,1
75111000CS0034,75111_3514_00265,GEO,2,1
75111000CP0101,75111_4700_00015,GEO,12,1
75111000CS0008,75111_6530_00020,GEO,4,1
75111000CP0003,75111_4233_00006,GEO,1,1
75111000CE0137,75111_6982_00001,GEO,10,1
75111000CP0101,75111_4700_00017,GEO,12,1
75111000CE0015,75111_3514_00083,GEO,2,1
75111000CT0037,75111_g0cxz3_00003,GEO,4,1
75111000CP0101,75111_4700_00011,GEO,12,1
75111000CS0022,75111_3514_00257,GEO,1,1
75111000CS0021,75111_3514_00255,GEO,2,1
75111000CE0137,75111_6982_00006,GEO,10,1
75111000CS0045,75111_3514_00279,GEO,1,1
75111000CP0101,75111_6530_00076,GEO,12,1
75111000CS0009,75111_6530_00026,GEO,3,1
75111000CP0010,75111_3514_00293,GEO,1,1
75111000CM0035,75111_1uzdgb_00049,GEO,1,1
75111000CS0023,75111_3514_00259,GEO,1,1
75111000CM0061,75111_0155_00054_a,GEO,2,1
75111000CS0003,75111_6530_00014,GEO,2,1
75111000CP0101,75111_4700_00009,GEO,12,1
75111000CS0006,75111_3514_00241,GEO,1,1
75111000CS0049,75111_3514_00283,GEO,1,1
75111000CP0013,75111_3514_00299,GEO,3,1
75111000CE0137,75111_6982_00005,GEO,10,1
75111000CV0068,75111_3514_00181,GEO,1,1
75111000CP0101,75111_4700_00007,GEO,12,1
75111000CE0084,75111_3514_00139,GEO,1,1
75111000CS0034,75111_3514_00267,GEO,2,1
75111000CS0040,75111_3514_00273,GEO,1,1
75111000CM0008,75111_0155_00046,GEO,2,1
75111000CP0101,75111_3514_00307,GEO,12,1
75111000CV0147,75111_3514_00201,GEO,1,1
75111000CP0058,75111_3514_00315,GEO,1,1
75111000CE0137,75111_6982_00007,GEO,10,1
75111000CM0008,75111_1uzdgb_00046,GEO,2,1
75111000CT0037,75111_7123_00002,GEO,4,1
75111000CS0009,75111_6530_00028,GEO,3,1
75111000CM0036,75111_0155_00050,GEO,2,1
75111000CS0003,75111_3514_00237,GEO,2,1
75111000CS0038,75111_3514_00269,GEO,2,1
75111000CS0009,75111_3514_00245,GEO,3,1
75111000CP0066,75111_3514_00321,GEO,1,1
75111000CM0036,75111_1uzdgb_00047,GEO,2,1
75111000CS0008,75111_3514_00243,GEO,4,1
75111000CE0137,75111_6982_00004,GEO,10,1
75111000CE0137,75111_6982_00003,GEO,10,1
75111000CP0009,75111_3514_00291,GEO,1,1
75111000CP0101,75111_4700_00003,GEO,12,1
75111000CV0061,75111_3514_00171,GEO,1,1
75111000CM0034,75111_1uzdgb_00051,GEO,1,1
75111000CP0013,75111_3514_00301,GEO,3,1
75111000CE0131,75111_3514_00079,GEO,1,1
75111000CV0134,75111_3514_00223,GEO,1,1
75111000CE0075,75111_3514_00121,GEO,1,1
75111000CV0064,75111_3514_00173,GEO,1,1
75111000CP0013,75111_1170_00001,GEO,3,1
75111000CT0037,75111_g0cxz3_00005,GEO,4,1
75111000CE0137,75111_3514_00095,GEO,10,1
75111000CV0060,75111_3514_00169,GEO,2,1
75111000CV0043,75111_3514_00153,GEO,1,1
75111000CM0010,75111_1uzdgb_00050,GEO,1,1
75111000CS0008,75111_6530_00022,GEO,4,1
75111000CE0137,75111_6982_00008,GEO,10,1
75111000CS0021,75111_3514_00255_b,GEO,2,1
75111000CM0061,75111_1uzdgb_00055,GEO,2,1
75111000CM0009,75111_1uzdgb_00048,GEO,1,1
75111000CS0038,75111_3514_00269_b,GEO,2,1
75111000CS0008,75111_6530_00024,GEO,4,1
75111000CE0137,75111_6982_00010,GEO,10,1
75111000CS0011,75111_3514_00247,GEO,1,1
75111000CS0005,75111_3514_00239,GEO,1,1
75111000CP0101,75111_9907_00262,GEO,12,1
75111000CS0039,75111_3514_00271,GEO,1,1
75111000CV0065,75111_3514_00175,GEO,1,1
75111000CV0060,75111_3737_00010_c,GEO,2,1
75111000CV0141,75111_3514_00211,GEO,1,1
75111000CP0011,75111_3514_00295,GEO,1,1
75111000CP0006,75111_4233_00002,GEO,1,1
75111000CS0048,75111_3514_00281,GEO,1,1
75112000AD0046,75112_8465_00011,GEO,20,1
75112000AD0024,75112_2816_00015,GEO,2,1
75112000AI0013,75112_9924_00001,GEO,4,1
75112000AD0046,75112_8465_00027,GEO,20,1
75112000AR0021,75112_4075_00103_b,GEO,1,1
75112000AD0020,75112_x642_00006,GEO,2,1
75112000AD0046,75112_2816_00005,GEO,20,1
75112000AB0024,75112_2816_00083,GEO,1,1
75112000AS0028,75112_4075_00093,GEO,3,1
75112000AC0021,75112_2816_00053,GEO,1,1
75112000AD0068,75112_2816_00013_a,GEO,4,1
75112000AB0090,75112_8136_00007,GEO,2,1
75112000AD0046,75112_8465_00021,GEO,20,1
75112000AR0019,75112_4075_00114,GEO,2,1
75112000AD0046,75112_8968_00004,GEO,20,1
75112000AE0046,75112_8005_00010,GEO,3,1
75112000AP0002,75112_4075_00120,GEO,1,1
75112000AC0065,75112_2816_00049,GEO,3,1
75112000AR0010,75112_4075_00115,GEO,14,1
75112000AH0001,75112_2816_00052,GEO,3,1
75111000CV0222,75111_3514_00199,GEO,1,1
75112000AD0068,75112_2816_00013_e,GEO,4,1
75112000AR0022,75112_4075_00105,GEO,1,1
75112000AC0029,75112_2816_00035,GEO,1,1
75112000AD0046,75112_8968_00002,GEO,20,1
75112000AB0053,75112_2816_00061,GEO,1,1
75112000AI0007,75112_2816_00076,GEO,6,1
75112000AD0046,75112_8465_00031,GEO,20,1
75112000AB0026,75112_jh0wsj_00001,GEO,4,1
75112000AI0013,75112_2816_00056,GEO,4,1
75112000AI0007,75112_2816_00072,GEO,6,1
75112000AS0025,75112_4075_00087,GEO,1,1
75112000AB0026,75112_2816_00079,GEO,4,1
75112000AE0046,75112_7135_00002,GEO,3,1
75112000AB0054,75112_2816_00059,GEO,2,1
75112000AD0025,75112_2816_00017_a,GEO,1,1
75112000AR0010,75112_6292_00004,GEO,14,1
75112000AP0003,75112_4075_00118_b,GEO,2,1
75112000AR0025,75112_4075_00111,GEO,2,1
75112000AI0006,75112_2816_00078,GEO,2,1
75112000AI0006,75112_2816_00080,GEO,2,1
75112000AD0068,75112_2816_00013_d,GEO,4,1
75112000AR0010,75112_6292_00002,GEO,14,1
75112000AD0046,75112_8465_00029_b,GEO,20,1
75112000AR0010,75112_6292_00014,GEO,14,1
75112000AD0046,75112_8465_00023,GEO,20,1
75112000AR0010,75112_9353_00036,GEO,14,1
75112000AI0007,75112_9924_00019,GEO,6,1
75112000AR0017,75112_4075_00116,GEO,5,1
75112000AB0026,75112_jh0wsj_00005,GEO,4,1
75112000AR0010,75112_6292_00008,GEO,14,1
75112000AE0053,75112_8005_00004,GEO,4,1
75112000AB0094,75112_2816_00071,GEO,2,1
75112000AD0046,75112_2816_00001,GEO,20,1
75112000AR0019,75112_9639_00031,GEO,2,1
75112000AR0026,75112_5772_00040,GEO,2,1
75112000AE0046,75112_8465_00043,GEO,3,1
75112000AI0013,75112_2816_00054,GEO,4,1
75112000AR0017,75112_9981_00002,GEO,5,1
75112000AI0003,75112_2816_00088,GEO,2,1
75112000AD0046,75112_2816_00003,GEO,20,1
75112000AH0001,75112_8682_00086,GEO,3,1
75112000AI0007,75112_2816_00074,GEO,6,1
75112000AH0001,75112_2816_00050,GEO,3,1
75112000AI0008,75112_2816_00070,GEO,1,1
75112000AD0046,75112_8465_00019,GEO,20,1
75112000AE0052,75112_8465_00033,GEO,2,1
75112000AD0020,75112_x642_00007,GEO,2,1
75111000CV0207,75111_3514_00159_b,GEO,1,1
75112000AR0024,75112_4075_00109,GEO,2,1
75112000AE0002,75112_2816_00032,GEO,1,1
75112000AI0013,75112_9924_00003,GEO,4,1
75111000CV0149,75111_3514_00197,GEO,1,1
75112000AR0010,75112_6292_00010,GEO,14,1
75112000AB0054,75112_8137_00002,GEO,2,1
75112000AD0046,75112_8465_00017,GEO,20,1
75112000AD0046,75112_8968_00010,GEO,20,1
75112000AR0018,75112_9639_00031_b,GEO,2,1
75112000AR0017,75112_9639_00035,GEO,5,1
75112000AB0048,75112_2816_00065,GEO,1,1
75112000AD0067,75112_2816_00011,GEO,2,1
75112000AR0017,75112_9639_00033,GEO,5,1
75112000AD0068,75112_2816_00013_c,GEO,4,1
75112000AI0007,75112_9924_00021,GEO,6,1
75112000AS0031,75112_4075_00095,GEO,1,1
75112000AE0053,75112_2816_00004,GEO,4,1
75112000AE0052,75112_2816_00002,GEO,2,1
75112000AB0026,75112_jh0wsj_00003,GEO,4,1
75112000AP0003,75112_6477_00001,GEO,2,1
75112000AR0010,75112_6292_00016,GEO,14,1
75112000AR0026,75112_4075_00113,GEO,2,1
75112000AS0034,75112_4075_00097,GEO,1,1
75112000AR0010,75112_5772_00039,GEO,14,1
75112000AD0046,75112_8465_00013,GEO,20,1
75112000AD0046,75112_8465_00025,GEO,20,1
75112000AB0047,75112_2816_00067,GEO,1,1
75112000AD0024,75112_2816_00017,GEO,2,1
75112000AC0065,75112_2816_00047,GEO,3,1
75112000AD0046,75112_8465_00029,GEO,20,1
75112000AR0020,75112_9639_00029_b,GEO,2,1
75111000CV0156,75111_3514_00187,GEO,1,1
75112000AR0010,75112_4075_00117,GEO,14,1
75112000AS0028,75112_4075_00089,GEO,3,1
75112000AD0067,75112_2816_00013,GEO,2,1
75112000AB0090,75112_8136_00005,GEO,2,1
75112000AD0046,75112_8968_00006,GEO,20,1
75112000AE0053,75112_2816_00006,GEO,4,1
75112000AR0010,75112_5772_00035,GEO,14,1
75112000AR0017,75112_4075_00118,GEO,5,1
75112000AB0094,75112_8136_00010,GEO,2,1
75112000AR0010,75112_6292_00012,GEO,14,1
75112000AR0025,75112_5772_00038,GEO,2,1
75112000AS0028,75112_4075_00091,GEO,3,1
75112000AD0046,75112_8465_00015,GEO,20,1
75111000CV0151,75111_3514_00193,GEO,1,1
75112000AC0065,75112_1804_00001,GEO,3,1
75112000AR0018,75112_4075_00114_b,GEO,2,1
75112000AI0003,75112_2816_00086,GEO,2,1
75112000AI0007,75112_9924_00023,GEO,6,1
75112000AE0053,75112_8005_00002,GEO,4,1
75112000AR0020,75112_4075_00112_b,GEO,2,1
75112000AR0010,75112_9353_00034,GEO,14,1
75112000AR0024,75112_4075_00107,GEO,2,1
75112000AR0010,75112_6292_00006,GEO,14,1
75111000CV0167,75111_3514_00179_a,GEO,1,1
75112000AD0046,75112_8968_00008,GEO,20,1
75111000CV0212,,,,
75112000CN0001,75112_3514_00276,GEO,1,1
75112000AS0041,75112_9639_00029,GEO,6,1
75112000AS0039,75112_4075_00101,GEO,2,1
75112000BN0009,75112_4075_00024_b,GEO,4,1
75112000BR0038,75112_6304_00008,GEO,2,1
75112000BO0013,75112_4075_00072,GEO,4,1
75112000CP0020,75112_8514_00027,GEO,34,1
75112000BO0013,75112_4075_00074,GEO,4,1
75112000AS0064,75112_8378_00002,GEO,3,1
75112000CP0020,75112_2792_00146,GEO,34,1
75112000CP0020,75112_8514_00035,GEO,34,1
75112000CP0020,75112_8175_00051,GEO,34,1
75112000CO0021,75112_vx29ix_00011,GEO,7,1
75112000BN0021,75112_4075_00044,GEO,1,1
75112000CP0020,75112_8175_00047,GEO,34,1
75112000AX0003,75112_7402_00135,GEO,2,1
75112000CO0021,75112_vx29ix_00006,GEO,7,1
75112000BN0015,75112_4075_00036,GEO,1,1
75112000CO0021,75112_vx29ix_00009,GEO,7,1
75112000AS0064,75112_4075_00094,GEO,3,1
75112000CP0020,75112_8514_00031,GEO,34,1
75112000BN0009,75112_6304_00004,GEO,4,1
75112000AS0042,75112_4075_00108,GEO,2,1
75112000BO0013,75112_7402_00138,GEO,4,1
75112000BR0023,75112_9951_00003_b,GEO,3,1
75112000CP0020,75112_8514_00025,GEO,34,1
75112000BR0022,75112_4075_00037,GEO,1,1
75112000CO0021,75112_vx29ix_00005,GEO,7,1
75112000AS0041,75112_4075_00112,GEO,6,1
75112000BR0034,75112_4075_00031,GEO,1,1
75112000AS0047,75112_4075_00102_b,GEO,1,1
75112000BO0004,75112_4075_00054,GEO,1,1
75112000AS0041,75112_4075_00110,GEO,6,1
75112000CP0020,75112_8514_00033,GEO,34,1
75112000CP0013,75112_8575_00008,GEO,2,1
75112000BR0036,75112_4075_00027,GEO,1,1
75112000CP0020,75112_8514_00003,GEO,34,1
75112000AS0048,75112_4075_00102,GEO,1,1
75112000CP0020,75112_8514_00019,GEO,34,1
75112000BN0007,75112_4075_00018,GEO,4,1
75112000BN0019,75112_4075_00042,GEO,1,1
75112000CS0006,75112_3514_00206,GEO,1,1
75112000CP0020,75112_8514_00005,GEO,34,1
75112000AS0072,75112_4075_00084,GEO,2,1
75112000AS0042,75112_9639_00023,GEO,2,1
75112000BP0050,75112_4075_00053,GEO,1,1
75112000AS0072,75112_4075_00086,GEO,2,1
75112000BR0023,75112_9951_00001,GEO,3,1
75112000AX0003,75112_4075_00073,GEO,2,1
75112000BP0046,75112_4075_00047,GEO,1,1
75112000AS0050,75112_4075_00098,GEO,1,1
75112000AS0041,75112_4075_00110_b,GEO,6,1
75112000CP0020,75112_8514_00021,GEO,34,1
75112000CR0073,75112_3514_00248,GEO,1,1
75112000CP0020,75112_8514_00023,GEO,34,1
75112000AS0049,75112_4075_00100,GEO,1,1
75112000CP0020,75112_8175_00055,GEO,34,1
75112000CP0020,75112_7411_00025,GEO,34,1
75112000AS0035,75112_4075_00099,GEO,1,1
75112000CP0020,75112_8175_00049,GEO,34,1
75112000CP0020,75112_8514_00009,GEO,34,1
75112000CP0020,75112_7411_00017,GEO,34,1
75112000CP0020,75112_8514_00045,GEO,34,1
75112000CP0020,75112_8514_00043,GEO,34,1
75112000BO0001,75112_2076_00018,GEO,2,1
75112000BP0053,75112_4075_00059,GEO,1,1
75112000BP0049,75112_4075_00051,GEO,1,1
75112000AS0041,75112_9639_00027,GEO,6,1
75112000BN0007,75112_4075_00016,GEO,4,1
75112000CP0020,75112_8514_00011,GEO,34,1
75112000BR0038,75112_4075_00025,GEO,2,1
75112000CP0013,75112_8575_00006,GEO,2,1
75112000BN0007,75112_6304_00003,GEO,4,1
75112000BN0009,75112_4075_00024,GEO,4,1
75112000BN0009,75112_4075_00022,GEO,4,1
75112000BR0021,75112_4075_00039,GEO,1,1
75112000CP0020,75112_8514_00037,GEO,34,1
75112000BN0007,75112_4075_00020,GEO,4,1
75112000AS0041,75112_9639_00025,GEO,6,1
75112000CR0061,75112_7402_00001,GEO,2,1
75112000CR0056,75112_3514_00272,GEO,2,1
75112000BN0013,75112_4075_00032,GEO,1,1
75112000BR0058,75112_9951_00006,GEO,3,1
75112000CP0020,75112_8514_00017,GEO,34,1
75112000BR0035,75112_4075_00029,GEO,1,1
75112000AS0064,75112_8378_00004,GEO,3,1
75112000BN0010,75112_4075_00026,GEO,1,1
75112000BP0054,75112_4075_00061,GEO,1,1
75112000AS0039,75112_4075_00101_b,GEO,2,1
75112000CP0020,75112_2792_00150,GEO,34,1
75112000AS0051,75112_8378_00001,GEO,2,1
75112000CR0056,75112_3514_00270,GEO,2,1
75112000BR0058,75112_9951_00005,GEO,3,1
75112000CP0020,75112_8514_00029,GEO,34,1
75112000CP0020,75112_8514_00001,GEO,34,1
75112000CP0020,75112_8514_00015,GEO,34,1
75112000BN0014,75112_4075_00034,GEO,1,1
75112000CP0020,75112_8514_00041,GEO,34,1
75112000BR0023,75112_9951_00003,GEO,3,1
75112000BP0051,75112_4075_00055,GEO,1,1
75112000CO0021,75112_vx29ix_00007,GEO,7,1
75112000CP0020,75112_8514_00013,GEO,34,1
75112000BN0012,75112_4075_00030,GEO,1,1
75112000CP0020,75112_8175_00053,GEO,34,1
75112000CO0021,75112_vx29ix_00003,GEO,7,1
75112000BO0013,75112_7402_00136,GEO,4,1
75112000CP0020,75112_8514_00039,GEO,34,1
75112000BO0010,75112_4075_00066,GEO,1,1
75112000CR0061,75112_3514_00264,GEO,2,1
75112000CP0020,75112_8175_00045,GEO,34,1
75112000BR0058,75112_9951_00008,GEO,3,1
75112000AS0051,75112_4075_00096,GEO,2,1
75112000BP0052,75112_4075_00057,GEO,1,1
75112000BR0019,75112_4075_00041,GEO,1,1
75112000BO0001,75112_4075_00050,GEO,2,1
