Geo Shape;DEP;INSEE_COM;NOM_COM;IRIS;CODE_IRIS;NOM_IRIS;TYP_IRIS;Geo Point;ID
"{""coordinates"": [[[2.367251725976692, 48.86099057751031], [2.367327839507425, 48.86067171197265], [2.367612199287384, 48.85947888224859], [2.36783451579174, 48.85856811824061], [2.367246641546234, 48.85849126466816], [2.367145069191267, 48.85843766599865], [2.367376053927299, 48.85771131434333], [2.364478437925173, 48.858155527917035], [2.36460738071791, 48.861329110520714], [2.366969473802648, 48.860998977625066], [2.367251725976692, 48.86099057751031]]], ""type"": ""Polygon""}";75;75103;Paris 3e Arrondissement;1101;751031101;Les Archives 1;H;48.85951568433941, 2.3660194604031526;IRIS____0000000751031101
"{""coordinates"": [[[2.352304484939423, 48.843784203340405], [2.35239820236455, 48.84446642651274], [2.351704637798709, 48.84643766511975], [2.351985864738388, 48.846396019459604], [2.352814342194144, 48.84595891849874], [2.353635974294777, 48.845743017255984], [2.354347550324824, 48.84605084317006], [2.354544687713377, 48.84608698193486], [2.354921400212138, 48.84383521679328], [2.355006649983132, 48.84366299908139], [2.35301558898725, 48.843688222097505], [2.352304484939423, 48.843784203340405]]], ""type"": ""Polygon""}";75;75105;Paris 5e Arrondissement;1702;751051702;Saint-Victor 2;H;48.84487388805265, 2.3534321105693463;IRIS____0000000751051702
"{""coordinates"": [[[2.323287262396386, 48.849819285566745], [2.324162209437006, 48.850235238196596], [2.326867309541756, 48.851395370785916], [2.326969194686432, 48.85131500173384], [2.327918332944669, 48.84809613470846], [2.326857913979301, 48.84695338092175], [2.32666283214302, 48.84697027036828], [2.325415764865039, 48.84898680681743], [2.324605350047455, 48.84853435336278], [2.323287262396386, 48.849819285566745]]], ""type"": ""Polygon""}";75;75106;Paris 6e Arrondissement;2309;751062309;Notre-Dame des Champs 9;H;48.84934139933366, 2.326038103330665;IRIS____0000000751062309
"{""coordinates"": [[[2.324162209437006, 48.850235238196596], [2.323287262396386, 48.849819285566745], [2.320555394566371, 48.84842508368592], [2.319565907300404, 48.850523962850126], [2.319020489890948, 48.85169452303179], [2.319099675496175, 48.85272653718763], [2.319955112133921, 48.854951913299644], [2.323846304121677, 48.85399636514559], [2.323516200569286, 48.85170923333956], [2.324162209437006, 48.850235238196596]]], ""type"": ""Polygon""}";75;75107;Paris 7e Arrondissement;2503;751072503;Saint-Thomas d'Aquin 3;H;48.85187160779236, 2.321464758953715;IRIS____0000000751072503
"{""coordinates"": [[[2.365149111645989, 48.82917629928159], [2.365049157845663, 48.82910651700313], [2.364796354308916, 48.829171728105486], [2.362214053972254, 48.83024802376572], [2.360692523930334, 48.8292406978641], [2.360341690156636, 48.829412400821774], [2.360088824053962, 48.829482098521865], [2.359933931512251, 48.82956041441793], [2.358846555037387, 48.83058347148346], [2.358033245550308, 48.83158280695349], [2.361895693761864, 48.83288597790049], [2.362174183267848, 48.83272737558683], [2.363677050117795, 48.83159138221554], [2.363875364181231, 48.831192217316726], [2.365149111645989, 48.82917629928159]]], ""type"": ""Polygon""}";75;75113;Paris 13e Arrondissement;5029;751135029;Gare 29;H;48.83098237587135, 2.3614785807113283;IRIS____0000000751135029
"{""coordinates"": [[[2.358512373800332, 48.822204901562465], [2.358340152561356, 48.822807460219096], [2.361867929752779, 48.82369153871465], [2.363153433085811, 48.82204263803201], [2.363324937964329, 48.82182859994813], [2.360890616340624, 48.82108262042645], [2.360580236481662, 48.82251367091356], [2.358512373800332, 48.822204901562465]]], ""type"": ""Polygon""}";75;75113;Paris 13e Arrondissement;5104;751135104;Maison Blanche 4;H;48.82247484829129, 2.3611136079145343;IRIS____0000000751135104
"{""coordinates"": [[[2.341263603808228, 48.83309250131337], [2.341671904722567, 48.83538904274122], [2.342085567254399, 48.83834304472089], [2.345521063609997, 48.837632504590125], [2.344849273518455, 48.834172553624974], [2.344365019492123, 48.83400531542676], [2.342302165308337, 48.8334867450011], [2.341263603808228, 48.83309250131337]]], ""type"": ""Polygon""}";75;75113;Paris 13e Arrondissement;5206;751135206;Croulebarbe 6;H;48.83583777358334, 2.3433325184335247;IRIS____0000000751135206
"{""coordinates"": [[[2.329426131735775, 48.830784582036536], [2.327348407954735, 48.82837787808344], [2.326770977882546, 48.82783949990355], [2.326805222574929, 48.828035756791515], [2.326759742712344, 48.82818209915244], [2.326205769067125, 48.82941292326983], [2.325209198349687, 48.83189407547592], [2.329426131735775, 48.830784582036536]]], ""type"": ""Polygon""}";75;75114;Paris 14e Arrondissement;5512;751145512;Petit Montrouge 12;H;48.830178359234864, 2.327166459307388;IRIS____0000000751145512
"{""coordinates"": [[[2.340179357627927, 48.88969061258283], [2.342936951153016, 48.88979930602385], [2.34185891051005, 48.88833917594531], [2.341393947321576, 48.88714680998111], [2.341185057505752, 48.88662674880287], [2.340653400900846, 48.88671915102022], [2.340470387099836, 48.886848545584705], [2.340216930649176, 48.88694067928431], [2.339696303631185, 48.88702324542593], [2.339803989954437, 48.88853290985176], [2.340179357627927, 48.88969061258283]]], ""type"": ""Polygon""}";75;75118;Paris 18e Arrondissement;7008;751187008;Clignancourt 8;H;48.88841512225471, 2.340976933867294;IRIS____0000000751187008
"{""coordinates"": [[[2.349597519721272, 48.8915650688925], [2.35163297670859, 48.89118849905594], [2.351459240576514, 48.890464502252286], [2.351636332329081, 48.889057119561464], [2.351531212328244, 48.88829931857893], [2.350742358501664, 48.88670683380024], [2.350105123933055, 48.885972223732665], [2.349517533212377, 48.88541324837127], [2.349571472218448, 48.887427134855926], [2.349597519721272, 48.8915650688925]]], ""type"": ""Polygon""}";75;75118;Paris 18e Arrondissement;7017;751187017;Clignancourt 17;H;48.88892305702538, 2.350452026851966;IRIS____0000000751187017
"{""coordinates"": [[[2.360228167915682, 48.890165435121794], [2.359897064492201, 48.89025179927595], [2.359865298142864, 48.89083888724711], [2.360891497675062, 48.89112315868235], [2.361255138844055, 48.89127528576901], [2.361273461804951, 48.89156046856482], [2.361609439143673, 48.89196695493677], [2.363418722126686, 48.89312771750112], [2.363528881894562, 48.893153484021], [2.363095091927302, 48.88992621007417], [2.362541259226524, 48.889936752818585], [2.360228167915682, 48.890165435121794]]], ""type"": ""Polygon""}";75;75118;Paris 18e Arrondissement;7204;751187204;Chapelle 4;H;48.89114745227903, 2.3620469156409762;IRIS____0000000751187204
"{""coordinates"": [[[2.382260962414133, 48.88587084770205], [2.381650410261317, 48.885723804153734], [2.379571800399088, 48.88518065074329], [2.379427066824247, 48.88519608852413], [2.378794938463289, 48.885030032572004], [2.378397255857409, 48.88567278487665], [2.377003837880309, 48.88644795534784], [2.379980946910398, 48.88792570911088], [2.380825822745767, 48.88717734738884], [2.382130851787533, 48.88603295408986], [2.382260962414133, 48.88587084770205]]], ""type"": ""Polygon""}";75;75119;Paris 19e Arrondissement;7304;751197304;Villette 4;H;48.88637965440317, 2.379661600507197;IRIS____0000000751197304
"{""coordinates"": [[[2.368718249261116, 48.88394759759013], [2.36827567111368, 48.884122430704736], [2.367546742687418, 48.884183333992574], [2.364713572113417, 48.88436618656631], [2.366703703181201, 48.88656299205413], [2.367059831028409, 48.887331999449096], [2.369089471270378, 48.88662325130224], [2.369242206453674, 48.88651074103128], [2.36778045849548, 48.88515044541909], [2.367828851094818, 48.88498342620027], [2.368023320451274, 48.88491520468254], [2.36811591356031, 48.88481406946891], [2.368245595499213, 48.88480306255833], [2.368973699319359, 48.88447325194225], [2.368829257748348, 48.884351980764855], [2.369031107867244, 48.884237031489874], [2.368718249261116, 48.88394759759013]]], ""type"": ""Polygon""}";75;75119;Paris 19e Arrondissement;7307;751197307;Villette 7;H;48.88547083977251, 2.3671874267392337;IRIS____0000000751197307
"{""coordinates"": [[[2.385385602057697, 48.873934843071225], [2.385691787589019, 48.87409919422547], [2.386813394433954, 48.87460137707343], [2.387452080744171, 48.874664902348734], [2.388496636417807, 48.87476467289009], [2.389645129763283, 48.87530293933719], [2.39045749316421, 48.87543928047542], [2.392068801131714, 48.875460964288344], [2.392192854440722, 48.87546249355748], [2.392917473509907, 48.87447150876254], [2.392039683760879, 48.873984111898764], [2.391464502483207, 48.87373657051217], [2.390933250048385, 48.873347155032455], [2.389660859192769, 48.873844301142995], [2.389570744656291, 48.8738555329762], [2.389524557612176, 48.87372489403299], [2.388088038626023, 48.873800298028264], [2.385385602057697, 48.873934843071225]]], ""type"": ""Polygon""}";75;75120;Paris 20e Arrondissement;7712;751207712;Belleville 12;H;48.87444844587384, 2.38983721149877;IRIS____0000000751207712
"{""coordinates"": [[[2.401427664849187, 48.86831165399571], [2.400697307722229, 48.8691120065035], [2.399253480440672, 48.87077933232703], [2.400340389186634, 48.87110314715999], [2.40081222847616, 48.87120983291191], [2.40185663737929, 48.871555904367156], [2.402368502791478, 48.871620515192994], [2.404344603720993, 48.87168252656971], [2.401427664849187, 48.86831165399571]]], ""type"": ""Polygon""}";75;75120;Paris 20e Arrondissement;7808;751207808;Saint-Fargeau 8;H;48.87036598955096, 2.4016939187047206;IRIS____0000000751207808
"{""coordinates"": [[[2.374862841776404, 48.83805386177874], [2.378358228919763, 48.83502323087473], [2.384304749063455, 48.83031072411668], [2.388512315585047, 48.82674382241241], [2.390072014511326, 48.82569232681119], [2.38944542518818, 48.825344669615745], [2.388799862307387, 48.82510573617926], [2.388307584496006, 48.825501641441754], [2.386310179599062, 48.82693669966275], [2.385764151156596, 48.827382682973564], [2.384636513556204, 48.82828615047883], [2.383836638696328, 48.82900062938211], [2.381740916427732, 48.8306635414205], [2.379770123552832, 48.83223442794216], [2.379065570042804, 48.8327128335902], [2.3755349388416, 48.83551756555337], [2.374334535958598, 48.83677849867463], [2.373758191986649, 48.83746259740228], [2.374862841776404, 48.83805386177874]]], ""type"": ""Polygon""}";75;75113;Paris 13e Arrondissement;5099;751135099;Seine et Berges 2;D;48.831617276409126, 2.381585507101785;IRIS____0000000751135099
"{""coordinates"": [[[2.386471597678369, 48.83590692844734], [2.38898715950574, 48.83388004449495], [2.388124652403376, 48.83342865017489], [2.387190388876279, 48.83421530947637], [2.38624145286584, 48.83358448486305], [2.382483831064524, 48.8366023018989], [2.383181882686851, 48.8370205105527], [2.385348012386388, 48.83529678661284], [2.386471597678369, 48.83590692844734]]], ""type"": ""Polygon""}";75;75112;Paris 12e Arrondissement;4701;751124701;Bercy 1;H;48.83500636958479, 2.3858739099242756;IRIS____0000000751124701
"{""coordinates"": [[[2.300943427277512, 48.83265318352605], [2.300984642684219, 48.83272897194913], [2.300910732437361, 48.832957880668566], [2.302785476257626, 48.83538814005281], [2.305181201936135, 48.83472575228014], [2.302978871039827, 48.83213263262614], [2.300943427277512, 48.83265318352605]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;5717;751155717;Saint-Lambert 17;H;48.83376130700365, 2.3029375623439376;IRIS____0000000751155717
"{""coordinates"": [[[2.306836825732683, 48.831318634505784], [2.305259242419301, 48.83183471650902], [2.306458638868808, 48.8343509325155], [2.309152846264511, 48.83356878003995], [2.308376790229764, 48.83281421685468], [2.307409464314496, 48.83200008115328], [2.306836825732683, 48.831318634505784]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;5719;751155719;Saint-Lambert 19;H;48.832879526341834, 2.3069965985975673;IRIS____0000000751155719
"{""coordinates"": [[[2.29279191214039, 48.84375747283628], [2.293005571501262, 48.843676893285625], [2.295087301479307, 48.842895036344785], [2.29491638439052, 48.84273753907669], [2.294161303213127, 48.8423508547878], [2.29099977836997, 48.84077535070226], [2.29036206765706, 48.83997832470024], [2.28790923678531, 48.84109875396025], [2.290368875481471, 48.84208019230367], [2.291961771660643, 48.842777647760634], [2.29279191214039, 48.84375747283628]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;6020;751156020;Javel 20;H;48.84187714153213, 2.2915498341016307;IRIS____0000000751156020
"{""coordinates"": [[[2.260212044802476, 48.84317730440609], [2.263871413629093, 48.84765445281404], [2.264097005692033, 48.847987707088535], [2.264298657942584, 48.84798984664049], [2.265133287022167, 48.84784747992577], [2.266306586651004, 48.8475569904984], [2.264778987203619, 48.84591525999596], [2.26365033501958, 48.84449451010622], [2.263107738511429, 48.8432608304902], [2.26273078556247, 48.84187797277273], [2.261993017057446, 48.84221068800834], [2.261551427726167, 48.84250745370084], [2.260637933106529, 48.842931710883676], [2.260212044802476, 48.84317730440609]]], ""type"": ""Polygon""}";75;75116;Paris 16e Arrondissement;6112;751166112;Auteuil 12;H;48.845071375991644, 2.263104944366998;IRIS____0000000751166112
"{""coordinates"": [[[2.269170179502924, 48.86296797158689], [2.269131587192275, 48.863095444206515], [2.268540967654812, 48.86312331321923], [2.26784895287961, 48.863285462183676], [2.267568093769202, 48.86348340024559], [2.267365768701056, 48.8637186919223], [2.268480476271051, 48.86500439088565], [2.270299123954402, 48.86742395637349], [2.271994723224788, 48.869393065275645], [2.272177926960022, 48.869550666106946], [2.272230229750601, 48.86971016882574], [2.272552907235919, 48.87003319771384], [2.273103048111278, 48.87046912632973], [2.273880774489039, 48.87100985796287], [2.274340555807917, 48.8712788530166], [2.274090042186813, 48.87154803742626], [2.274066959108322, 48.871834789017704], [2.274142808317271, 48.871968352275715], [2.274411886299738, 48.87212826863319], [2.274738048253775, 48.87220309235865], [2.275083259893058, 48.87218269986688], [2.275424144192397, 48.87208133903158], [2.275620862409817, 48.87195482250972], [2.275799919855559, 48.87172567331544], [2.276472440580136, 48.87179539262796], [2.276393970134996, 48.871555692129455], [2.275984987410801, 48.87096594554099], [2.27417341658566, 48.86859778237231], [2.273306171509257, 48.867440453068646], [2.272816547799509, 48.86657770009491], [2.272626339068927, 48.865946099066456], [2.272485449414137, 48.86519968009192], [2.272423009000724, 48.8640094570416], [2.271303460032531, 48.863649199748274], [2.269996989501621, 48.86310792094144], [2.269331012747269, 48.862968953641776], [2.269170179502924, 48.86296797158689]]], ""type"": ""Polygon""}";75;75116;Paris 16e Arrondissement;6305;751166305;Porte Dauphine 5;H;48.86707979723943, 2.2718234514284146;IRIS____0000000751166305
"{""coordinates"": [[[2.327445936834116, 48.89303990326642], [2.327449877193466, 48.89305161660641], [2.328293236097557, 48.89555197070422], [2.32979097922808, 48.89564849567032], [2.331033073476502, 48.89579123808643], [2.332611780707779, 48.89414799244308], [2.327474495108444, 48.89304635892301], [2.327445936834116, 48.89303990326642]]], ""type"": ""Polygon""}";75;75118;Paris 18e Arrondissement;6923;751186923;Grandes Carrières 23;H;48.89450483664991, 2.329795776546784;IRIS____0000000751186923
"{""coordinates"": [[[2.349576074370292, 48.89546530897446], [2.348958778110976, 48.892801763539765], [2.348747197224184, 48.892707083556694], [2.346125982198739, 48.8958440202739], [2.349576074370292, 48.89546530897446]]], ""type"": ""Polygon""}";75;75118;Paris 18e Arrondissement;7020;751187020;Clignancourt 20;H;48.8946225761896, 2.348195900349711;IRIS____0000000751187020
"{""coordinates"": [[[2.408707815938089, 48.87054941441073], [2.40912576101482, 48.87060094172201], [2.410319569693864, 48.870639205002085], [2.410593911649782, 48.870610878187584], [2.410742023834637, 48.87065387615277], [2.410874618083768, 48.86917602189136], [2.409993080982839, 48.86913300828826], [2.410080532927751, 48.86791124127379], [2.409011359408513, 48.867947336307004], [2.409011171766067, 48.86808403457824], [2.40882401769707, 48.86907957504004], [2.408707815938089, 48.87054941441073]]], ""type"": ""Polygon""}";75;75120;Paris 20e Arrondissement;7804;751207804;Saint-Fargeau 4;H;48.86946673017054, 2.4096949886722787;IRIS____0000000751207804
"{""coordinates"": [[[2.393112671240337, 48.88884374525179], [2.392276479538899, 48.88862726434653], [2.387938565734403, 48.89266919707163], [2.384347471652021, 48.89601603438356], [2.384225110636494, 48.89621325480638], [2.384042565436251, 48.89630944216615], [2.38415184859026, 48.896410727572146], [2.385479381251078, 48.897648709423535], [2.385685683139599, 48.89762009044487], [2.387761513737168, 48.897635217017864], [2.389345656336302, 48.897589346092346], [2.389371092850935, 48.897513933380694], [2.390601212550663, 48.89741497935183], [2.391438931251159, 48.8972789460982], [2.392295520527572, 48.89704497746671], [2.392752301779153, 48.89682426445469], [2.393184402024995, 48.8964973054644], [2.393601366232128, 48.896064149010776], [2.394148079315813, 48.89526382732585], [2.394311444429797, 48.89482129089778], [2.394796701839086, 48.89285244145658], [2.395411089476537, 48.8900955354098], [2.395642936300904, 48.88997799555433], [2.395790439826638, 48.88948950972452], [2.395477831440868, 48.88939799985747], [2.395358677524186, 48.8894414649466], [2.393112671240337, 48.88884374525179]]], ""type"": ""Polygon""}";75;75119;Paris 19e Arrondissement;7412;751197412;Pont de Flandre 12;A;48.893775301270935, 2.390595681195478;IRIS____0000000751197412
"{""coordinates"": [[[2.323113019201412, 48.858512373567834], [2.324584325774488, 48.86003969181426], [2.328758729688885, 48.85881218192131], [2.327438807115302, 48.85695390344882], [2.325861353776846, 48.856046572586486], [2.324486487684712, 48.85707307593058], [2.323113019201412, 48.858512373567834]]], ""type"": ""Polygon""}";75;75107;Paris 7e Arrondissement;2505;751072505;Saint-Thomas d'Aquin 5;H;48.858173246378925, 2.3258399637755476;IRIS____0000000751072505
"{""coordinates"": [[[2.363153433085811, 48.82204263803201], [2.361867929752779, 48.82369153871465], [2.360037329287836, 48.82602013366371], [2.359987902492018, 48.826162869780546], [2.36358252566266, 48.82438150393367], [2.365686225577288, 48.823321523960956], [2.363153433085811, 48.82204263803201]]], ""type"": ""Polygon""}";75;75113;Paris 13e Arrondissement;5005;751135005;Gare 5;H;48.82386064392233, 2.362913619637077;IRIS____0000000751135005
"{""coordinates"": [[[2.302678019934995, 48.842605858739105], [2.299142474201095, 48.84156801216531], [2.299035880943969, 48.84179402844631], [2.298538900346322, 48.84369147899663], [2.302452505238275, 48.842759235144406], [2.302678019934995, 48.842605858739105]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;5728;751155728;Saint-Lambert 28;H;48.842636936691434, 2.3001570802499733;IRIS____0000000751155728
"{""coordinates"": [[[2.270200744147877, 48.855568953749156], [2.273048288735067, 48.857297767518396], [2.274697084838497, 48.85644438832217], [2.27535142271564, 48.854867278621526], [2.275517458140636, 48.85419826050449], [2.270200744147877, 48.855568953749156]]], ""type"": ""Polygon""}";75;75116;Paris 16e Arrondissement;6204;751166204;Muette 4;H;48.85573657742616, 2.2732232588652788;IRIS____0000000751166204
"{""coordinates"": [[[2.341185057505752, 48.88662674880287], [2.341393947321576, 48.88714680998111], [2.342194777023466, 48.88701361520724], [2.342412844911312, 48.88702380631321], [2.342526867893601, 48.887065801531044], [2.342703563054758, 48.88722055659502], [2.342976576672163, 48.88730749108326], [2.343229213376785, 48.887280098641455], [2.343507325023255, 48.88717910052708], [2.344539139920955, 48.88754628277013], [2.345173537053745, 48.8876342906098], [2.345183801664949, 48.88768560835785], [2.347082387640792, 48.887883036163885], [2.347668519384837, 48.88692575015482], [2.345065268542444, 48.88637553986596], [2.343955117086725, 48.88616621417527], [2.343814272211695, 48.88598018080999], [2.34368003449672, 48.885919190072826], [2.343077672546192, 48.88588800750005], [2.342539251965593, 48.88576094488951], [2.342225873585222, 48.88573943846081], [2.341408393225164, 48.88589682376776], [2.34137031336762, 48.88599643974292], [2.34139042000076, 48.886563126998354], [2.341310624647357, 48.88661844637039], [2.341185057505752, 48.88662674880287]]], ""type"": ""Polygon""}";75;75118;Paris 18e Arrondissement;7007;751187007;Clignancourt 7;H;48.88682368015321, 2.344273443247167;IRIS____0000000751187007
"{""coordinates"": [[[2.323192682554711, 48.84409071568286], [2.324298358087334, 48.84372912594842], [2.324641767064501, 48.84362134267156], [2.324244459914423, 48.84326205137007], [2.321548817535348, 48.84109820923621], [2.321409748537894, 48.84120984124701], [2.321117251972847, 48.84232609374611], [2.322806503826385, 48.843714394755764], [2.322805463835921, 48.84379443229647], [2.323192682554711, 48.84409071568286]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;5819;751155819;Necker 19;A;48.84274448924981, 2.3226610197642237;IRIS____0000000751155819
"{""coordinates"": [[[2.28007305872698, 48.85028925017699], [2.288074160462674, 48.85595722857159], [2.288513487011697, 48.857021083425956], [2.289695682973307, 48.85818288038586], [2.291053303527222, 48.85747504370887], [2.29059284384569, 48.85715843936608], [2.290272774183568, 48.85684176652147], [2.290042064231392, 48.85646896340608], [2.289550947557499, 48.85530317882025], [2.289296959550602, 48.85493922905495], [2.288763139097098, 48.85450796240439], [2.286536515568673, 48.85289114780891], [2.282349821338439, 48.84992519552932], [2.28161378364365, 48.849342487499804], [2.28007305872698, 48.85028925017699]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;5999;751155999;Seine et Berges;D;48.85351921109242, 2.2857802772781795;IRIS____0000000751155999
"{""coordinates"": [[[2.341300888196201, 48.84210886614583], [2.341363653141145, 48.84296450646731], [2.341548163883287, 48.84335134891915], [2.342952432262412, 48.84609762604633], [2.343858857736384, 48.845860672746284], [2.344543535754267, 48.84548579502852], [2.344576740504233, 48.84533758239297], [2.345329471683235, 48.84453407749879], [2.344621183102341, 48.843103810944626], [2.343601021437416, 48.841232038178674], [2.341300888196201, 48.84210886614583]]], ""type"": ""Polygon""}";75;75105;Paris 5e Arrondissement;1906;751051906;Val de Grâce 6;H;48.84364629912816, 2.343263993132145;IRIS____0000000751051906
"{""coordinates"": [[[2.310667722025074, 48.83305678287722], [2.312769261334383, 48.83474980508804], [2.313101831719507, 48.83463479701822], [2.314338147037387, 48.83396376354628], [2.314972186135517, 48.83371467272677], [2.312863780270742, 48.83223030330679], [2.311519119428562, 48.83275140270192], [2.310667722025074, 48.83305678287722]]], ""type"": ""Polygon""}";75;75114;Paris 14e Arrondissement;5617;751145617;Plaisance 17;H;48.83345821988106, 2.3128133391737884;IRIS____0000000751145617
"{""coordinates"": [[[2.295944920540705, 48.84709023315178], [2.296804939288734, 48.848088188835824], [2.297917369232447, 48.8490660339977], [2.301573793863481, 48.84793355226076], [2.298702024731089, 48.84594804503906], [2.295993680015029, 48.847011376019836], [2.295944920540705, 48.84709023315178]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;5912;751155912;Grenelle 12;H;48.847530965284044, 2.2985646923630654;IRIS____0000000751155912
"{""coordinates"": [[[2.268132861856877, 48.84753939653118], [2.269134567334944, 48.847531130182226], [2.270190724822141, 48.84849989938226], [2.270622862349556, 48.84809961866387], [2.272573463593892, 48.847669905642675], [2.273728440136387, 48.847419703741146], [2.271590027580726, 48.845298586036805], [2.2705410819018, 48.84654321553719], [2.268842834578004, 48.847247845816185], [2.26852419092668, 48.847425771435375], [2.268132861856877, 48.84753939653118]]], ""type"": ""Polygon""}";75;75116;Paris 16e Arrondissement;6117;751166117;Auteuil 17;H;48.84706123850782, 2.271233863159745;IRIS____0000000751166117
"{""coordinates"": [[[2.331033073476502, 48.89579123808643], [2.332974623410611, 48.89606107243005], [2.33847222722269, 48.89674807059308], [2.33847040214832, 48.89667701425167], [2.337599491444616, 48.89533760879045], [2.332680401893353, 48.89422121996759], [2.332611780707779, 48.89414799244308], [2.331033073476502, 48.89579123808643]]], ""type"": ""Polygon""}";75;75118;Paris 18e Arrondissement;6922;751186922;Grandes Carrières 22;H;48.895537583209176, 2.334716480823976;IRIS____0000000751186922
"{""coordinates"": [[[2.33162836870543, 48.881506953730224], [2.331455461221692, 48.88063633307698], [2.331410603085138, 48.880413047815914], [2.331428002040406, 48.87916396966463], [2.332344100089861, 48.876838903579944], [2.33231989081264, 48.87670656606744], [2.331981356987917, 48.876524810059784], [2.331784443110096, 48.876463455479225], [2.331323755700404, 48.87645099033804], [2.330945020229402, 48.87653341186706], [2.330352282848558, 48.87777747737515], [2.329348897696476, 48.879354690887936], [2.328262701850954, 48.881744426783165], [2.328862553595927, 48.88217767198687], [2.33162836870543, 48.881506953730224]]], ""type"": ""Polygon""}";75;75109;Paris 9e Arrondissement;3304;751093304;Saint-Georges 4;H;48.87959927196545, 2.330445901087531;IRIS____0000000751093304
"{""coordinates"": [[[2.349835975240238, 48.88109729612057], [2.349852552535392, 48.88064322366406], [2.349530386371681, 48.87968998015834], [2.348712674963569, 48.879439117237254], [2.345962245202235, 48.87967143925176], [2.346351496709719, 48.88048925985814], [2.34659694089027, 48.88201047016754], [2.349835975240238, 48.88109729612057]]], ""type"": ""Polygon""}";75;75109;Paris 9e Arrondissement;3607;751093607;Rochechouart 7;H;48.880561751906136, 2.347917859968245;IRIS____0000000751093607
"{""coordinates"": [[[2.340448225981834, 48.88041551404347], [2.340229594150713, 48.88077494180995], [2.344442415487426, 48.8815805030788], [2.344462059048349, 48.8815365433909], [2.3450197897013, 48.881643019076584], [2.344997374338638, 48.88169056101055], [2.34659694089027, 48.88201047016754], [2.346351496709719, 48.88048925985814], [2.345962245202235, 48.87967143925176], [2.343755111431963, 48.880178276060825], [2.340448225981834, 48.88041551404347]]], ""type"": ""Polygon""}";75;75109;Paris 9e Arrondissement;3608;751093608;Rochechouart 8;H;48.88080190701437, 2.3441357825787854;IRIS____0000000751093608
"{""coordinates"": [[[2.388113048382447, 48.838943493183294], [2.385048153265529, 48.84200628955503], [2.384864065484768, 48.84213395156611], [2.384339362246377, 48.842374978851225], [2.384997104972153, 48.842637377647044], [2.38658237380528, 48.84189095419175], [2.387363161953784, 48.841538808782595], [2.387258529583018, 48.841398872054505], [2.387276443655293, 48.84126585848587], [2.388813186253551, 48.839538852631016], [2.389233868012838, 48.838985195708524], [2.388395293782851, 48.83892515064454], [2.388113048382447, 48.838943493183294]]], ""type"": ""Polygon""}";75;75112;Paris 12e Arrondissement;4704;751124704;Bercy 4;H;48.84076689365123, 2.386965959101906;IRIS____0000000751124704
"{""coordinates"": [[[2.37142394218614, 48.84800345115536], [2.369407462934894, 48.84685065651184], [2.367807742468948, 48.847969108508266], [2.367638254286907, 48.84801138192295], [2.369524877005135, 48.85212599428855], [2.369755646772411, 48.851750381013666], [2.37142394218614, 48.84800345115536]]], ""type"": ""Polygon""}";75;75112;Paris 12e Arrondissement;4804;751124804;Quinze-Vingts 4;H;48.84902236282726, 2.369536409040233;IRIS____0000000751124804
"{""coordinates"": [[[2.367671665594188, 48.830321072326775], [2.367850892037422, 48.83036968643391], [2.368125665627689, 48.83051503778036], [2.368214456692495, 48.83049482132711], [2.369294656078823, 48.829711774302496], [2.368882483238519, 48.82966373203132], [2.368790695292898, 48.82948157460132], [2.369904262246926, 48.828640238442304], [2.371385789304215, 48.827668618362395], [2.367354069799373, 48.82831649184438], [2.367253459790525, 48.82830067024659], [2.366757003540581, 48.82857594867877], [2.365365154755947, 48.828997571481594], [2.365371849533786, 48.82911902224729], [2.365299011027644, 48.82917169866519], [2.365419548901539, 48.82945294234904], [2.365575280631409, 48.829416894315706], [2.367196138951924, 48.829992984895924], [2.367538841656067, 48.83015308699549], [2.367671665594188, 48.830321072326775]]], ""type"": ""Polygon""}";75;75113;Paris 13e Arrondissement;5025;751135025;Gare 25;H;48.82903273300357, 2.368043845296174;IRIS____0000000751135025
"{""coordinates"": [[[2.288835406563423, 48.85210889934797], [2.28994643643084, 48.85168470384791], [2.288382518115266, 48.84994503993539], [2.287627304688546, 48.84906546531229], [2.285651360534702, 48.846776492441215], [2.284115206178607, 48.847699052891755], [2.286031494014869, 48.84946606278233], [2.286160078021255, 48.849629614797756], [2.28627000904506, 48.84966264771091], [2.288835406563423, 48.85210889934797]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;5907;751155907;Grenelle 7;H;48.84937870765469, 2.2869605137200644;IRIS____0000000751155907
