Geo Shape;DEP;INSEE_COM;NOM_COM;IRIS;CODE_IRIS;NOM_IRIS;TYP_IRIS;Geo Point;ID
"{""coordinates"": [[[2.329637790197905, 48.884558948482976], [2.329540571639998, 48.8845898806861], [2.328121477639861, 48.88370687651579], [2.327423135703934, 48.883507800603795], [2.32638169139828, 48.885797937163254], [2.328600599230267, 48.88726551468481], [2.328559917332305, 48.88735342074406], [2.327613695365872, 48.88818178806187], [2.327504084541049, 48.888326863585995], [2.327883873308931, 48.8888038409195], [2.328719734798455, 48.88976631284986], [2.329279191498852, 48.8900608295933], [2.331779280305524, 48.88876808621365], [2.331854243881448, 48.88855896134808], [2.332733605551421, 48.88794153054444], [2.332503228962511, 48.88687004622745], [2.332601737320709, 48.88663227330587], [2.332435890898639, 48.886484758191116], [2.330797897021441, 48.885436889150405], [2.329637790197905, 48.884558948482976]]], ""type"": ""Polygon""}";75;75118;Paris 18e Arrondissement;6904;751186904;Grandes Carrières 4;H;48.88685776264623, 2.3295229132825943;IRIS____0000000751186904
"{""coordinates"": [[[2.346909326916857, 48.88341423076614], [2.34195931462228, 48.88244462818822], [2.341729818687769, 48.883447918996076], [2.341443412595287, 48.883990438675134], [2.341588198700319, 48.884079369301396], [2.34264339038566, 48.88431719443754], [2.344841268818521, 48.88445244959236], [2.3448938663817, 48.88482416028643], [2.347201265819183, 48.88460113895447], [2.346909326916857, 48.88341423076614]]], ""type"": ""Polygon""}";75;75118;Paris 18e Arrondissement;7002;751187002;Clignancourt 2;H;48.88371162724629, 2.344281003625233;IRIS____0000000751187002
"{""coordinates"": [[[2.346476434928995, 48.85618971651663], [2.345836666383353, 48.855257189622726], [2.344918495507247, 48.85435641064299], [2.343376823687082, 48.85502607310906], [2.341288823638047, 48.85686276684986], [2.341545478906287, 48.85715287133798], [2.343995773891932, 48.85685065675643], [2.345144661828362, 48.85663930647614], [2.346476434928995, 48.85618971651663]]], ""type"": ""Polygon""}";75;75101;Paris 1er Arrondissement;0102;751010102;Saint-Germain l'Auxerrois 2;A;48.85592540321666, 2.344034880659889;IRIS____0000000751010102
"{""coordinates"": [[[2.465712037823177, 48.82617380194599], [2.465319736172734, 48.82497948863114], [2.465189202930903, 48.82495732012879], [2.465299394785839, 48.82470509071623], [2.465044244672473, 48.82408428540837], [2.462867047647515, 48.8201775581231], [2.462696960503023, 48.819369158490005], [2.462529348017551, 48.81924609064782], [2.462696062752353, 48.819059770555434], [2.461205214252255, 48.81835514914517], [2.459115403967742, 48.81736539728903], [2.45941357657735, 48.81684780709372], [2.459119228635603, 48.81699667137066], [2.458717081488417, 48.817034423974484], [2.454202941109536, 48.81711643188403], [2.453283089776461, 48.81717158815042], [2.450806758669985, 48.8177286440949], [2.449670555127019, 48.81789340167715], [2.447786272701002, 48.81796565791642], [2.44418090156304, 48.81787520403581], [2.442325672531203, 48.81790433933475], [2.439853739221728, 48.81829120755354], [2.437328614686424, 48.818176822850575], [2.437442471570391, 48.819110909067035], [2.436924916588069, 48.819364794525875], [2.436027653556641, 48.8195926043231], [2.434901851098009, 48.81966913214735], [2.434144075250625, 48.8192158615971], [2.434287751289356, 48.820158185680555], [2.43248024229773, 48.82142583086496], [2.432890021773651, 48.82169308981481], [2.432634430984658, 48.8219005317194], [2.432194835497048, 48.821619639785595], [2.43037098941349, 48.82287728126197], [2.430628080921096, 48.82315731075681], [2.429226897097741, 48.8236219015022], [2.42698299602774, 48.824047365182864], [2.425131776070185, 48.82418597710651], [2.422878161027141, 48.824130153710485], [2.421718495045437, 48.824056199253725], [2.419962519541093, 48.8240800722377], [2.418914650479385, 48.82424136871397], [2.41787247039753, 48.82450251391699], [2.415976094429698, 48.824777468846776], [2.413110929286841, 48.8247175739153], [2.411931955241783, 48.82478553053197], [2.410907282795905, 48.824939676030404], [2.409955145964196, 48.825183208437146], [2.409175132460023, 48.82550223156436], [2.407706677790518, 48.82635026935758], [2.40514539528833, 48.82830178073496], [2.403814047852145, 48.82905961496712], [2.402237349716065, 48.82958956719767], [2.401508451268692, 48.829361979067485], [2.401026650227233, 48.82920667435123], [2.40126552536419, 48.82951995141085], [2.397794614081284, 48.831759039052116], [2.399923697264006, 48.83260075485792], [2.402175894369019, 48.833404374494116], [2.403894202061208, 48.83229503915268], [2.404584298728419, 48.83234614300572], [2.405091390765795, 48.83231808790611], [2.406247243241077, 48.83214305895757], [2.407078934789162, 48.831961915461356], [2.407761514383435, 48.831715273544596], [2.408349050623672, 48.83144027722474], [2.408806188529885, 48.83113135692287], [2.409253799429012, 48.83070097322671], [2.410763053288084, 48.829867510142414], [2.411456209381473, 48.82952466666784], [2.411568057102007, 48.82951172650801], [2.412174780526696, 48.82922241559132], [2.413507749712774, 48.8286731503778], [2.414974872999408, 48.82818388482352], [2.416086487334754, 48.82793389675379], [2.417228594794478, 48.82775779517464], [2.418206498286686, 48.827769751403395], [2.419344928851367, 48.82804509469526], [2.419341132877242, 48.828141308661394], [2.419584580413113, 48.828542709159905], [2.419687621979228, 48.828831006854145], [2.420254941054463, 48.82975291153366], [2.421230349485718, 48.82950221563137], [2.421726916775437, 48.82943716513288], [2.425194231552602, 48.829269509773894], [2.426250780625248, 48.82906952747313], [2.426836006727276, 48.828869076684384], [2.428140735629803, 48.83063088517699], [2.428575919683188, 48.831319180768], [2.429367873135682, 48.832270891947125], [2.429369817403646, 48.832591074763876], [2.429466300876155, 48.83298635565723], [2.429646969351135, 48.833407219964506], [2.430129360051478, 48.834267511307615], [2.430421542305488, 48.8345827804441], [2.431130201876727, 48.83506011664378], [2.431250289180747, 48.83504180112615], [2.431318971075696, 48.835114975978364], [2.431422554034394, 48.8351109716035], [2.431461116476914, 48.83544751607656], [2.43748618838643, 48.834752916445716], [2.437569293335748, 48.83462649729464], [2.437745696301247, 48.834565270709255], [2.437920067468489, 48.83456609025708], [2.437932322931125, 48.83469295780759], [2.438107223117105, 48.83477112463956], [2.444197833292716, 48.83404681623563], [2.444653988107251, 48.83394011232225], [2.444966153617301, 48.83379406603503], [2.445116693866445, 48.83385771981851], [2.445196307791905, 48.833801429363234], [2.445563250383537, 48.83401268207416], [2.447119302375739, 48.834243825842094], [2.448181177005851, 48.8344429914813], [2.449988663626005, 48.834862324395004], [2.451732596216349, 48.835368576301846], [2.45315947447118, 48.83584187575106], [2.453753556979027, 48.83518356109175], [2.454482997997905, 48.834477295134214], [2.455512556914362, 48.83359971370111], [2.456805506747497, 48.832673854491354], [2.459053475242967, 48.831211787251966], [2.462422820237065, 48.82891831385412], [2.463773960708556, 48.82787392193182], [2.464400055728802, 48.82725976315618], [2.464492557559454, 48.82727186914261], [2.464598001665879, 48.827217479972525], [2.465712037823177, 48.82617380194599]]], ""type"": ""Polygon""}";75;75112;Paris 12e Arrondissement;4677;751124677;Bois de Vincennes 2;D;48.826535204912055, 2.44019056923811;IRIS____0000000751124677
"{""coordinates"": [[[2.348223210390838, 48.85851687106066], [2.347573942712776, 48.85735856692166], [2.347329473251235, 48.85718096097124], [2.347114738902888, 48.85724094544617], [2.342671643109269, 48.85841995308013], [2.343212327141845, 48.859101931293715], [2.343980671322331, 48.85989037867111], [2.347440461622229, 48.85876622185833], [2.348223210390838, 48.85851687106066]]], ""type"": ""Polygon""}";75;75101;Paris 1er Arrondissement;0101;751010101;Saint-Germain l'Auxerrois 1;H;48.858506789011386, 2.345499697782322;IRIS____0000000751010101
"{""coordinates"": [[[2.383069142721887, 48.86703490416877], [2.383583978668193, 48.866266822289155], [2.383913130241849, 48.86598342611392], [2.387201100440798, 48.863086439453454], [2.38707044154386, 48.86306958218561], [2.38684981562326, 48.862937147993385], [2.383384090239231, 48.86357586198632], [2.383740978739396, 48.86440329646456], [2.383356226129605, 48.86431767587387], [2.383146050888182, 48.86433907633207], [2.382955936641662, 48.86473830345687], [2.382680479082472, 48.865092122908756], [2.382205861531277, 48.865342388845754], [2.381296519905058, 48.86661475552748], [2.383069142721887, 48.86703490416877]]], ""type"": ""Polygon""}";75;75111;Paris 11e Arrondissement;4201;751114201;Saint-Ambroise 1;H;48.864877205169726, 2.3840148547186506;IRIS____0000000751114201
"{""coordinates"": [[[2.302978871039827, 48.83213263262614], [2.305181201936135, 48.83472575228014], [2.306458638868808, 48.8343509325155], [2.305259242419301, 48.83183471650902], [2.304775877502427, 48.831918247840676], [2.303791417538286, 48.83198447137082], [2.302978871039827, 48.83213263262614]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;5718;751155718;Saint-Lambert 18;H;48.83315756821602, 2.3048815767053243;IRIS____0000000751155718
"{""coordinates"": [[[2.290168353797952, 48.848099362281886], [2.287627304688546, 48.84906546531229], [2.288382518115266, 48.84994503993539], [2.292407257810392, 48.85071178336349], [2.290919177827438, 48.849003178252694], [2.290168353797952, 48.848099362281886]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;5909;751155909;Grenelle 9;H;48.84944801061874, 2.2899111671843166;IRIS____0000000751155909
"{""coordinates"": [[[2.302600977070498, 48.89102808642731], [2.303665846592256, 48.890233881521326], [2.303696552986489, 48.890079375576214], [2.303841360441795, 48.889857184038625], [2.3018126312167, 48.88889568031705], [2.30154407062418, 48.88878619448546], [2.301326860271836, 48.88881370582164], [2.299699415408158, 48.88803617054184], [2.299567173956726, 48.88813432340485], [2.29786381142184, 48.888843811435585], [2.301697772045237, 48.890646903512916], [2.302343713454047, 48.89099061471059], [2.302600977070498, 48.89102808642731]]], ""type"": ""Polygon""}";75;75117;Paris 17e Arrondissement;6615;751176615;Plaine Monceau 15;H;48.88949990096305, 2.301067890833034;IRIS____0000000751176615
"{""coordinates"": [[[2.341355864305613, 48.89576392100421], [2.340734897417728, 48.89482341198171], [2.340207117089097, 48.89309650532556], [2.336378560901363, 48.89364102361873], [2.337599491444616, 48.89533760879045], [2.339530947373315, 48.89575926618824], [2.341355864305613, 48.89576392100421]]], ""type"": ""Polygon""}";75;75118;Paris 18e Arrondissement;6919;751186919;Grandes Carrières 19;H;48.89447826953981, 2.338971011290657;IRIS____0000000751186919
"{""coordinates"": [[[2.356039827496007, 48.849370500834766], [2.356790270839716, 48.84940511570138], [2.357464664102291, 48.84919739054551], [2.35771717562445, 48.84905394993582], [2.360987538112927, 48.846847350804296], [2.356980360073035, 48.84482300710536], [2.355251330835264, 48.84602334032646], [2.355209085356635, 48.84613373385356], [2.354961541597278, 48.846316768097886], [2.354540002228952, 48.84657530872944], [2.354445906390378, 48.84658109654752], [2.353400158815481, 48.847286842089744], [2.353105939214732, 48.84738687911612], [2.355339542637769, 48.84880643027407], [2.355971521517203, 48.84927390200607], [2.356039827496007, 48.849370500834766]]], ""type"": ""Polygon""}";75;75105;Paris 5e Arrondissement;1706;751051706;Saint-Victor 6;A;48.84720317417118, 2.357017391052685;IRIS____0000000751051706
"{""coordinates"": [[[2.306041515788186, 48.84797933604919], [2.303659545504421, 48.849505204207276], [2.301227956943836, 48.85106221151431], [2.300911619863719, 48.851176381130784], [2.301984924088163, 48.85193181446314], [2.304297076922184, 48.85350386980891], [2.305447988318348, 48.85427231213614], [2.306404286884797, 48.85410068579017], [2.31006476189126, 48.85174844184859], [2.307822266261913, 48.84954195023315], [2.307577348034486, 48.849513552223904], [2.306041515788186, 48.84797933604919]]], ""type"": ""Polygon""}";75;75107;Paris 7e Arrondissement;2707;751072707;École Militaire 7;A;48.85130529145217, 2.3056548233608485;IRIS____0000000751072707
"{""coordinates"": [[[2.301364284995865, 48.87016796011218], [2.301875738249315, 48.87055856193585], [2.302598242105828, 48.87137668038139], [2.309195995284706, 48.86927360119911], [2.309074273264559, 48.869097526318996], [2.309063758269867, 48.86896526186962], [2.309155846019595, 48.86870318457054], [2.309289860188996, 48.8685690561833], [2.306296267634072, 48.86702555221593], [2.301424301036425, 48.87006398636712], [2.301364284995865, 48.87016796011218]]], ""type"": ""Polygon""}";75;75108;Paris 8e Arrondissement;2903;751082903;Champs Élysées 3;A;48.86924419795879, 2.3053774139207293;IRIS____0000000751082903
"{""coordinates"": [[[2.364901763858922, 48.844112557522166], [2.365127018289573, 48.8444132399945], [2.36608772597324, 48.84496784313141], [2.372451617071186, 48.84017902294758], [2.373550475260092, 48.83932858919707], [2.374862841776404, 48.83805386177874], [2.373758191986649, 48.83746259740228], [2.37316415500658, 48.83803058231791], [2.372389708934393, 48.83864438455523], [2.36733288487547, 48.84229703900185], [2.366292919904114, 48.84310905371654], [2.365437782584103, 48.84362255251421], [2.365074656836947, 48.844013646274206], [2.364901763858922, 48.844112557522166]]], ""type"": ""Polygon""}";75;75113;Paris 13e Arrondissement;4999;751134999;Seine et Berges 1;D;48.841320453275046, 2.369802993982352;IRIS____0000000751134999
"{""coordinates"": [[[2.352047532032926, 48.86982172168083], [2.352661345726701, 48.86968474583187], [2.352196531709301, 48.86891239529327], [2.351546743072213, 48.867340424461005], [2.351130156664375, 48.86652965746955], [2.347320440740974, 48.867367815440396], [2.347395716170074, 48.867888045970375], [2.34972901579938, 48.86858694345506], [2.349461356431441, 48.86895152099044], [2.351983206689687, 48.86973233873453], [2.352047532032926, 48.86982172168083]]], ""type"": ""Polygon""}";75;75102;Paris 2e Arrondissement;0804;751020804;Bonne Nouvelle 4;H;48.86805532080525, 2.3502428161220568;IRIS____0000000751020804
"{""coordinates"": [[[2.320555394566371, 48.84842508368592], [2.319420835184011, 48.84785833316254], [2.316712552321028, 48.84686349107318], [2.316221343794524, 48.84743177967202], [2.315132046689788, 48.849440118415835], [2.318545876253237, 48.85036706519313], [2.319565907300404, 48.850523962850126], [2.320555394566371, 48.84842508368592]]], ""type"": ""Polygon""}";75;75107;Paris 7e Arrondissement;2701;751072701;École Militaire 1;H;48.84878999810427, 2.3178860383228366;IRIS____0000000751072701
"{""coordinates"": [[[2.415299092607447, 48.843849661228454], [2.414849601173434, 48.84237881433559], [2.414046530133938, 48.839759549813245], [2.413897865914286, 48.839773211255036], [2.413913294575755, 48.83985512853868], [2.413738936446429, 48.83985157606865], [2.413061986188211, 48.8399543808468], [2.413205669796642, 48.84038318064393], [2.413285448698135, 48.84092138840892], [2.413195154412282, 48.841196149151344], [2.413118482817416, 48.84122904927751], [2.41253512888999, 48.84112545779899], [2.412511065174265, 48.84120538250775], [2.412058821669267, 48.84107455241068], [2.411449678279635, 48.84108324865882], [2.410762875386304, 48.84085053120802], [2.410391866433805, 48.84076596214124], [2.409149653603645, 48.84073105354393], [2.409469404333803, 48.84173181969256], [2.410317615612648, 48.84431805763486], [2.411675207458999, 48.844158360810475], [2.415299092607447, 48.843849661228454]]], ""type"": ""Polygon""}";75;75112;Paris 12e Arrondissement;4510;751124510;Bel-Air 10;H;48.84237082932603, 2.4122994434922496;IRIS____0000000751124510
"{""coordinates"": [[[2.378082532433298, 48.82912733605644], [2.37672369027673, 48.83055475808761], [2.379770123552832, 48.83223442794216], [2.381740916427732, 48.8306635414205], [2.378082532433298, 48.82912733605644]]], ""type"": ""Polygon""}";75;75113;Paris 13e Arrondissement;5017;751135017;Gare 17;H;48.83065949392346, 2.379144668658641;IRIS____0000000751135017
"{""coordinates"": [[[2.287983400498691, 48.845643702699974], [2.290498510749712, 48.84466844266976], [2.29279191214039, 48.84375747283628], [2.291961771660643, 48.842777647760634], [2.290368875481471, 48.84208019230367], [2.289920526291206, 48.842385115983554], [2.289308835301459, 48.842677375861754], [2.286367162385165, 48.84376248936428], [2.287046997850775, 48.844566980036994], [2.287983400498691, 48.845643702699974]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;6019;751156019;Javel 19;H;48.84381951190882, 2.2895372430455536;IRIS____0000000751156019
"{""coordinates"": [[[2.281032911144368, 48.860232042399105], [2.279310158549797, 48.861208272305376], [2.280971420657105, 48.862811020798006], [2.28156570156823, 48.863505292790045], [2.286065577853984, 48.86299260989803], [2.28703205351499, 48.8629902773629], [2.287403125588103, 48.86276854867658], [2.28682262494913, 48.8624566127674], [2.286802393022545, 48.862341375028905], [2.286590884339555, 48.86205951620901], [2.281032911144368, 48.860232042399105]]], ""type"": ""Polygon""}";75;75116;Paris 16e Arrondissement;6219;751166219;Muette 19;H;48.86202600796207, 2.282939247016075;IRIS____0000000751166219
"{""coordinates"": [[[2.325595877207139, 48.88750763507372], [2.32638169139828, 48.885797937163254], [2.327423135703934, 48.883507800603795], [2.327164725373034, 48.88345508676888], [2.326846459419326, 48.8833912438694], [2.326783278406845, 48.88363730550308], [2.325323873449662, 48.8851345707438], [2.325398020044976, 48.885200639658784], [2.324322767830115, 48.88609300734672], [2.32304446148902, 48.886971626398505], [2.324645318907248, 48.88803557909916], [2.325595877207139, 48.88750763507372]]], ""type"": ""Polygon""}";75;75117;Paris 17e Arrondissement;6701;751176701;Batignolles 1;H;48.88606087940819, 2.325344323218304;IRIS____0000000751176701
"{""coordinates"": [[[2.335171130235882, 48.90114724146603], [2.343755951427352, 48.90132049166951], [2.344128257927195, 48.90132792693599], [2.344299105447523, 48.90119306576214], [2.344124071433594, 48.900685792615256], [2.344176089120841, 48.89861405158036], [2.34410782937208, 48.89818560248478], [2.344147548723893, 48.89806441207042], [2.342752709025277, 48.898020792630405], [2.341689236272465, 48.89798437477586], [2.341530829004644, 48.89789087412908], [2.340847642339006, 48.89787632406873], [2.340799123939089, 48.89923042994473], [2.336296290611516, 48.89913181694765], [2.335461468688544, 48.9005229283778], [2.335171130235882, 48.90114724146603]]], ""type"": ""Polygon""}";75;75118;Paris 18e Arrondissement;6926;751186926;Grandes Carrières 26;H;48.8999305372167, 2.3404264306922276;IRIS____0000000751186926
"{""coordinates"": [[[2.370255132996807, 48.85327111850522], [2.371718734832672, 48.85248738246926], [2.373812582082283, 48.85187420791966], [2.377805079911062, 48.85089045855837], [2.376166303620851, 48.84855979196477], [2.37604947255091, 48.84852950400285], [2.376005242892854, 48.84835389899318], [2.374993965266114, 48.84893410083106], [2.374405207636675, 48.849506611034755], [2.373180933102544, 48.85057043524601], [2.370907837370998, 48.85260183633928], [2.370255132996807, 48.85327111850522]]], ""type"": ""Polygon""}";75;75112;Paris 12e Arrondissement;4807;751124807;Quinze-Vingts 7;H;48.85064136173009, 2.3747455732551153;IRIS____0000000751124807
"{""coordinates"": [[[2.306664295736605, 48.841115393256274], [2.304978756311315, 48.84061095943101], [2.304249816844202, 48.84040616275527], [2.302678019934995, 48.842605858739105], [2.30639400856899, 48.84371299718561], [2.307929039491067, 48.84150225016743], [2.306664295736605, 48.841115393256274]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;5806;751155806;Necker 6;H;48.84205514988578, 2.305313243484704;IRIS____0000000751155806
"{""coordinates"": [[[2.293005571501262, 48.843676893285625], [2.29279191214039, 48.84375747283628], [2.290498510749712, 48.84466844266976], [2.292421147026032, 48.84687877901845], [2.295757212284712, 48.8470648455306], [2.295944920540705, 48.84709023315178], [2.29463947967619, 48.84557880527211], [2.293005571501262, 48.843676893285625]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;5903;751155903;Grenelle 3;H;48.845558527548185, 2.2930675254351627;IRIS____0000000751155903
"{""coordinates"": [[[2.278329459308403, 48.851415540969], [2.278472474385233, 48.85132286977129], [2.279094183296905, 48.850909312957015], [2.277388117982124, 48.849719056215235], [2.277082213876474, 48.84986380461848], [2.275761599821298, 48.84849777717515], [2.275051161893156, 48.84872641010804], [2.276001404479274, 48.849677396432206], [2.274922507181276, 48.85013763293049], [2.275974462864286, 48.85122413893593], [2.278329459308403, 48.851415540969]]], ""type"": ""Polygon""}";75;75116;Paris 16e Arrondissement;6130;751166130;Auteuil 30;H;48.85031443940636, 2.2767885109436943;IRIS____0000000751166130
"{""coordinates"": [[[2.286938101143589, 48.86348076390615], [2.28703205351499, 48.8629902773629], [2.286065577853984, 48.86299260989803], [2.28156570156823, 48.863505292790045], [2.283234113182187, 48.86539134415788], [2.283434111795638, 48.865419522286494], [2.283467322449845, 48.86548267567415], [2.283387312339141, 48.86555144663584], [2.284277395216464, 48.86684644076976], [2.286222674448747, 48.86625099678703], [2.286938101143589, 48.86348076390615]]], ""type"": ""Polygon""}";75;75116;Paris 16e Arrondissement;6301;751166301;Porte Dauphine 1;H;48.86461315262411, 2.2846933420734175;IRIS____0000000751166301
"{""coordinates"": [[[2.310760422032143, 48.87282243582147], [2.311534305425408, 48.8730670136299], [2.312293022004734, 48.87332498932566], [2.319436336965455, 48.87453136064785], [2.319823751205422, 48.874619899216185], [2.319973798425609, 48.87471877972011], [2.320818321807196, 48.873524754214856], [2.3195628953548, 48.87340160949795], [2.3179261947046, 48.873243004015755], [2.315990914912003, 48.872877620449806], [2.312863474050309, 48.87214563078187], [2.312461150100196, 48.87225933570759], [2.310760422032143, 48.87282243582147]]], ""type"": ""Polygon""}";75;75108;Paris 8e Arrondissement;3103;751083103;Madeleine 3;A;48.87338124288464, 2.3159620607897553;IRIS____0000000751083103
"{""coordinates"": [[[2.333660618265889, 48.8675065901699], [2.335874392590844, 48.866979288015116], [2.338668944584592, 48.86633644197966], [2.338554390577688, 48.866125362299854], [2.339244791200289, 48.8659681931512], [2.338157156657303, 48.86391527269193], [2.339770386093293, 48.863541061564035], [2.339143935838259, 48.86220567061473], [2.33557160770686, 48.86314369603922], [2.332703105123855, 48.86456849034233], [2.332106845826641, 48.863762047513646], [2.331355590927084, 48.863988085514926], [2.331943434473313, 48.86491859479835], [2.333660618265889, 48.8675065901699]]], ""type"": ""Polygon""}";75;75101;Paris 1er Arrondissement;0301;751010301;Palais Royal 1;H;48.86494525985156, 2.3358497129083333;IRIS____0000000751010301
"{""coordinates"": [[[2.338389466855206, 48.8536729527896], [2.337365200479902, 48.853839961030786], [2.336965692875883, 48.85385483568239], [2.336523267265558, 48.85713322502779], [2.33642981442429, 48.85740790858532], [2.336111156211742, 48.85760040112994], [2.336260337146086, 48.85787283291314], [2.336485519998964, 48.8578497992199], [2.338160587760303, 48.85742199047574], [2.339912242503876, 48.85643338497396], [2.34047303674055, 48.85606054779992], [2.338485686290563, 48.853715754456516], [2.338389466855206, 48.8536729527896]]], ""type"": ""Polygon""}";75;75106;Paris 6e Arrondissement;2102;751062102;Monnaie 2;H;48.85576720313488, 2.338097350587212;IRIS____0000000751062102
"{""coordinates"": [[[2.3298321288791, 48.84190756326686], [2.329574854219896, 48.841994259476934], [2.329363592327736, 48.84242297176526], [2.328452918789027, 48.84552696310511], [2.328644226905967, 48.845590992185166], [2.329992827290823, 48.84625958351416], [2.331026714777416, 48.84628875257192], [2.33139536593779, 48.845913081505635], [2.332410427598088, 48.84485840210807], [2.33060536884278, 48.84397683291889], [2.331244437951255, 48.84344528578561], [2.331526435126236, 48.843131185149325], [2.331758107665112, 48.84270348277682], [2.329884570747136, 48.841961818952164], [2.3298321288791, 48.84190756326686]]], ""type"": ""Polygon""}";75;75106;Paris 6e Arrondissement;2303;751062303;Notre-Dame des Champs 3;H;48.844322705792806, 2.3302480230375644;IRIS____0000000751062303
"{""coordinates"": [[[2.388617320008402, 48.852752093990674], [2.392700281911386, 48.853576006568716], [2.394489227175594, 48.85068466601622], [2.392516492310897, 48.85040306176172], [2.388617320008402, 48.852752093990674]]], ""type"": ""Polygon""}";75;75111;Paris 11e Arrondissement;4409;751114409;Sainte-Marguerite 9;H;48.85201869890751, 2.3919171383224156;IRIS____0000000751114409
"{""coordinates"": [[[2.403808001155794, 48.837688095236174], [2.404380849332338, 48.83977926508219], [2.404464919623959, 48.840053089080165], [2.406405909203875, 48.84010230828536], [2.407886821420527, 48.84035247477506], [2.409040568835738, 48.84037796595307], [2.408564026055103, 48.838907855568436], [2.408152009854913, 48.83883656697003], [2.403808001155794, 48.837688095236174]]], ""type"": ""Polygon""}";75;75112;Paris 12e Arrondissement;4503;751124503;Bel-Air 3;H;48.83922927459663, 2.4062919450923332;IRIS____0000000751124503
"{""coordinates"": [[[2.277609209822092, 48.842421128348114], [2.277897831988111, 48.84086516103711], [2.277640783893343, 48.840831231733816], [2.277061438321012, 48.841047178468365], [2.276977108015083, 48.84113480716485], [2.276888213281365, 48.841649609365426], [2.276824555389137, 48.841720274831495], [2.27506661455752, 48.84242373478691], [2.274977640840199, 48.84255090614869], [2.274828359277623, 48.843291082091575], [2.27487976931784, 48.84341550671429], [2.277609209822092, 48.842421128348114]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;6009;751156009;Javel 9;H;48.84221280677991, 2.276499922339376;IRIS____0000000751156009
"{""coordinates"": [[[2.290469331971723, 48.863926245392456], [2.287951533093834, 48.86323497926873], [2.287403125588103, 48.86276854867658], [2.28703205351499, 48.8629902773629], [2.286938101143589, 48.86348076390615], [2.287245870689378, 48.86350238299973], [2.287579170809924, 48.86345130577586], [2.291512868977213, 48.868883344624905], [2.291574191963458, 48.86898533381962], [2.294776953107804, 48.86804554341782], [2.295341994041001, 48.86789598230987], [2.295560106466161, 48.86789636688587], [2.295118866003599, 48.86735955651684], [2.292657817185421, 48.865684839058765], [2.290322239066214, 48.864017107071454], [2.290469331971723, 48.863926245392456]]], ""type"": ""Polygon""}";75;75116;Paris 16e Arrondissement;6403;751166403;Chaillot 3;H;48.86622599938871, 2.291335429218824;IRIS____0000000751166403
"{""coordinates"": [[[2.34229468805647, 48.897242166172525], [2.33847222722269, 48.89674807059308], [2.332974623410611, 48.89606107243005], [2.333994496854079, 48.89758300227804], [2.334037745859674, 48.897720838652596], [2.337428941130424, 48.89780709723703], [2.340847642339006, 48.89787632406873], [2.341530829004644, 48.89789087412908], [2.341689236272465, 48.89798437477586], [2.342752709025277, 48.898020792630405], [2.34229468805647, 48.897242166172525]]], ""type"": ""Polygon""}";75;75118;Paris 18e Arrondissement;6925;751186925;Grandes Carrières 25;H;48.8971946141609, 2.3374373505082264;IRIS____0000000751186925
"{""coordinates"": [[[2.342936951153016, 48.88979930602385], [2.340179357627927, 48.88969061258283], [2.340647601406855, 48.891269707983], [2.341947284936658, 48.89127415940056], [2.343639293338842, 48.89120700326115], [2.3435230644636, 48.89069015414367], [2.343372864089697, 48.89037996302293], [2.342936951153016, 48.88979930602385]]], ""type"": ""Polygon""}";75;75118;Paris 18e Arrondissement;7012;751187012;Clignancourt 12;H;48.890512669850864, 2.341872987571096;IRIS____0000000751187012
"{""coordinates"": [[[2.355803643593266, 48.890412409965556], [2.355942792620035, 48.889196373422614], [2.356051141857808, 48.88870592500722], [2.353566491291557, 48.888474900295236], [2.353593179941821, 48.88896157913483], [2.353366459226208, 48.889757156378224], [2.353317908638677, 48.890372031662416], [2.353199548367455, 48.89089749654585], [2.355803643593266, 48.890412409965556]]], ""type"": ""Polygon""}";75;75118;Paris 18e Arrondissement;7108;751187108;Goutte d'Or 8;H;48.88963246511678, 2.354591326034498;IRIS____0000000751187108
"{""coordinates"": [[[2.409011359408513, 48.867947336307004], [2.408887644498474, 48.86635579726916], [2.408742229271848, 48.86451503150666], [2.408506533214124, 48.864503974135836], [2.408540563596726, 48.86438812748717], [2.408203742670079, 48.864279441008755], [2.40633232848506, 48.862351878528855], [2.405007873604681, 48.862789575829154], [2.404611785313311, 48.8629782663347], [2.404060536342712, 48.86338472287386], [2.404003366346003, 48.863496855803824], [2.404070041519558, 48.863745405892026], [2.40434376249077, 48.86436461542675], [2.404139752967521, 48.864681966279385], [2.404637454149556, 48.86466825503547], [2.405913316696164, 48.86610544378764], [2.406320308386401, 48.866397050293685], [2.407746253345779, 48.86735111770604], [2.407823777869464, 48.86736679003307], [2.407830031257993, 48.867416284531494], [2.408553965860712, 48.86789021741674], [2.40866373726753, 48.86794741802942], [2.40880003125866, 48.86794988999746], [2.409011171766067, 48.86808403457824], [2.409011359408513, 48.867947336307004]]], ""type"": ""Polygon""}";75;75120;Paris 20e Arrondissement;7802;751207802;Saint-Fargeau 2;H;48.86492811122753, 2.40675594072262;IRIS____0000000751207802
