Identifiant de document,Reference document,1 Articles CGI,2 Articles CGI,3 Articles CGI,4 Articles CGI,5 Articles CGI,No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain
,,,,,,,000001,03/01/2025,Vente,"1500000,00",27,,RUE,8370,DES ROSIERS,75004,PARIS 04,75,104,,AJ,71,,10,"93,54",45,,,,,,,,2,4,Local industriel. commercial ou assimilé,,160,0,,,
,,,,,,,000001,03/01/2025,Vente,"430500,00",88,,RUE,5995,MARCADET,75018,PARIS 18,75,118,,BJ,92,,226,"49,48",227,"12,00",228,"49,48",237,,,,4,3,Dépendance,,0,0,,,
,,,,,,,000001,03/01/2025,Vente,"430500,00",88,,RUE,5995,MARCADET,75018,PARIS 18,75,118,,BJ,92,,226,"49,48",227,"12,00",228,"49,48",237,,,,4,2,Appartement,,48,3,,,
,,,,,,,000001,03/01/2025,Vente,"527700,00",161,,RUE,5995,MARCADET,75018,PARIS 18,75,118,,AV,32,,166,"42,63",46,,,,,,,,2,2,Appartement,,40,1,,,
,,,,,,,000001,03/01/2025,Vente,"527700,00",161,,RUE,5995,MARCADET,75018,PARIS 18,75,118,,AV,32,,166,"42,63",46,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,03/01/2025,Vente,"527700,00",161,,RUE,5995,MARCADET,75018,PARIS 18,75,118,,AV,32,,166,"42,63",46,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,06/01/2025,Vente,"383000,00",78,,RUE,0398,DE L AQUEDUC,75010,PARIS 10,75,110,,AF,27,,15,"50,10",332,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,06/01/2025,Vente,"383000,00",78,,RUE,0398,DE L AQUEDUC,75010,PARIS 10,75,110,,AF,27,,15,"50,10",332,,,,,,,,2,2,Appartement,,50,2,,,
,,,,,,,000002,03/01/2025,Vente,"199000,00",199,,RUE,8525,SAINT-DENIS,75002,PARIS 02,75,102,,AM,50,,58,,59,,60,,,,,,3,3,Dépendance,,0,0,,,
,,,,,,,000002,03/01/2025,Vente,"199000,00",199,,RUE,8525,SAINT-DENIS,75002,PARIS 02,75,102,,AM,50,,58,,59,,60,,,,,,3,2,Appartement,,117,5,,,
,,,,,,,000002,03/01/2025,Vente,"199000,00",199,,RUE,8525,SAINT-DENIS,75002,PARIS 02,75,102,,AM,50,,58,,59,,60,,,,,,3,3,Dépendance,,0,0,,,
,,,,,,,000002,03/01/2025,Vente,"199000,00",199,,RUE,8525,SAINT-DENIS,75002,PARIS 02,75,102,,AM,50,,58,,59,,60,,,,,,3,3,Dépendance,,0,0,,,
,,,,,,,000002,03/01/2025,Vente,"199000,00",199,,RUE,8525,SAINT-DENIS,75002,PARIS 02,75,102,,AM,50,,68,,,,,,,,,,1,2,Appartement,,16,1,,,
,,,,,,,000001,07/01/2025,Vente,"345000,00",18,,RUE,4176,GERMAIN PILON,75018,PARIS 18,75,118,,AR,78,,159,"32,27",,,,,,,,,1,2,Appartement,,32,3,,,
,,,,,,,000001,06/01/2025,Vente,"690000,00",38,,RUE,6573,DE MOSCOU,75008,PARIS 08,75,108,,CE,54,,51,"64,61",61,,,,,,,,2,2,Appartement,,57,3,,,
,,,,,,,000001,06/01/2025,Vente,"690000,00",38,,RUE,6573,DE MOSCOU,75008,PARIS 08,75,108,,CE,54,,51,"64,61",61,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,03/01/2025,Vente,"228000,00",26,,RUE,2063,CLAIRAUT,75017,PARIS 17,75,117,,CS,81,,16,"22,05",,,,,,,,,1,2,Appartement,,22,2,,,
,,,,,,,000001,07/01/2025,Vente,"30000,00",6,,RUE,4483,DES HAUDRIETTES,75003,PARIS 03,75,103,,AR,5,,331,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,06/01/2025,Vente,"560000,00",6,,RUE,6214,MAURICE UTRILLO,75018,PARIS 18,75,118,,BN,39,,23,,4,"51,21",,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,06/01/2025,Vente,"560000,00",6,,RUE,6214,MAURICE UTRILLO,75018,PARIS 18,75,118,,BN,39,,23,,4,"51,21",,,,,,,2,2,Appartement,,59,3,,,
,,,,,,,000001,07/01/2025,Vente,"790000,00",14,,RUE,9191,DU TEMPLE,75004,PARIS 04,75,104,,AF,30,,1043,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,07/01/2025,Vente,"790000,00",14,,RUE,9191,DU TEMPLE,75004,PARIS 04,75,104,,AF,30,,1023,"72,10",,,,,,,,,1,2,Appartement,,24,2,,,
,,,,,,,000001,08/01/2025,Vente,"700000,00",16,,RUE,1567,CARPEAUX,75018,PARIS 18,75,118,,AK,7,,15,,4,"79,22",,,,,,,2,2,Appartement,,61,4,,,
,,,,,,,000001,08/01/2025,Vente,"700000,00",16,,RUE,1567,CARPEAUX,75018,PARIS 18,75,118,,AK,7,,15,,4,"79,22",,,,,,,2,4,Local industriel. commercial ou assimilé,,11,0,,,
,,,,,,,000001,07/01/2025,Vente,"543800,00",14,,RUE,9191,DU TEMPLE,75004,PARIS 04,75,104,,AF,30,,1042,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,07/01/2025,Vente,"543800,00",14,,RUE,9191,DU TEMPLE,75004,PARIS 04,75,104,,AF,30,,1028,"45,00",,,,,,,,,1,2,Appartement,,16,1,,,
,,,,,,,000001,03/01/2025,Vente,"145000,00",33,,RUE,4798,JACQUES LOUVEL TESSIER,75010,PARIS 10,75,110,,BJ,74,,33,,6,,,,,,,,2,2,Appartement,,21,2,,,
,,,,,,,000001,02/01/2025,Vente,"748930,00",29,,RUE,2576,DARU,75008,PARIS 08,75,108,,AY,40,,105,"58,26",130,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,02/01/2025,Vente,"748930,00",29,,RUE,2576,DARU,75008,PARIS 08,75,108,,AY,40,,105,"58,26",130,,,,,,,,2,2,Appartement,,58,3,,,
,,,,,,,000001,07/01/2025,Vente,"374800,00",22,,RUE,5764,LOUIS BLANC,75010,PARIS 10,75,110,,BX,5,,22,"37,47",,,,,,,,,1,2,Appartement,,28,2,,,
,,,,,,,000001,07/01/2025,Vente,"26000000,00",51,,RUE,6419,DE MONCEAU,75008,PARIS 08,75,108,,CM,18,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1316
,,,,,,,000001,07/01/2025,Vente,"26000000,00",51,,RUE,6419,DE MONCEAU,75008,PARIS 08,75,108,,CM,18,,,,,,,,,,,,0,2,Appartement,,172,5,S,,1316
,,,,,,,000001,07/01/2025,Vente,"26000000,00",51,,RUE,6419,DE MONCEAU,75008,PARIS 08,75,108,,CM,18,,,,,,,,,,,,0,2,Appartement,,63,2,S,,1316
,,,,,,,000001,07/01/2025,Vente,"26000000,00",51,,RUE,6419,DE MONCEAU,75008,PARIS 08,75,108,,CM,18,,,,,,,,,,,,0,2,Appartement,,60,2,S,,1316
,,,,,,,000001,07/01/2025,Vente,"26000000,00",51,,RUE,6419,DE MONCEAU,75008,PARIS 08,75,108,,CM,18,,,,,,,,,,,,0,2,Appartement,,27,2,S,,1316
,,,,,,,000001,07/01/2025,Vente,"26000000,00",51,,RUE,6419,DE MONCEAU,75008,PARIS 08,75,108,,CM,18,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1316
,,,,,,,000001,07/01/2025,Vente,"26000000,00",51,,RUE,6419,DE MONCEAU,75008,PARIS 08,75,108,,CM,18,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1316
,,,,,,,000001,07/01/2025,Vente,"26000000,00",51,,RUE,6419,DE MONCEAU,75008,PARIS 08,75,108,,CM,18,,,,,,,,,,,,0,2,Appartement,,170,5,S,,1316
,,,,,,,000001,07/01/2025,Vente,"26000000,00",51,,RUE,6419,DE MONCEAU,75008,PARIS 08,75,108,,CM,18,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1316
,,,,,,,000001,07/01/2025,Vente,"26000000,00",51,,RUE,6419,DE MONCEAU,75008,PARIS 08,75,108,,CM,18,,,,,,,,,,,,0,2,Appartement,,72,3,S,,1316
,,,,,,,000001,07/01/2025,Vente,"26000000,00",51,,RUE,6419,DE MONCEAU,75008,PARIS 08,75,108,,CM,18,,,,,,,,,,,,0,2,Appartement,,108,4,S,,1316
,,,,,,,000001,07/01/2025,Vente,"26000000,00",51,,RUE,6419,DE MONCEAU,75008,PARIS 08,75,108,,CM,18,,,,,,,,,,,,0,2,Appartement,,48,1,S,,1316
,,,,,,,000001,07/01/2025,Vente,"26000000,00",51,,RUE,6419,DE MONCEAU,75008,PARIS 08,75,108,,CM,18,,,,,,,,,,,,0,2,Appartement,,180,3,S,,1316
,,,,,,,000001,07/01/2025,Vente,"26000000,00",51,,RUE,6419,DE MONCEAU,75008,PARIS 08,75,108,,CM,18,,,,,,,,,,,,0,2,Appartement,,215,4,S,,1316
,,,,,,,000001,07/01/2025,Vente,"26000000,00",51,,RUE,6419,DE MONCEAU,75008,PARIS 08,75,108,,CM,18,,,,,,,,,,,,0,2,Appartement,,160,3,S,,1316
,,,,,,,000001,07/01/2025,Vente,"26000000,00",51,,RUE,6419,DE MONCEAU,75008,PARIS 08,75,108,,CM,18,,,,,,,,,,,,0,2,Appartement,,90,4,S,,1316
,,,,,,,000001,07/01/2025,Vente,"26000000,00",51,,RUE,6419,DE MONCEAU,75008,PARIS 08,75,108,,CM,18,,,,,,,,,,,,0,2,Appartement,,57,1,S,,1316
,,,,,,,000001,07/01/2025,Vente,"26000000,00",51,,RUE,6419,DE MONCEAU,75008,PARIS 08,75,108,,CM,18,,,,,,,,,,,,0,2,Appartement,,27,2,S,,1316
,,,,,,,000001,07/01/2025,Vente,"26000000,00",51,,RUE,6419,DE MONCEAU,75008,PARIS 08,75,108,,CM,18,,,,,,,,,,,,0,2,Appartement,,173,5,S,,1316
,,,,,,,000001,07/01/2025,Vente,"26000000,00",53,,RUE,6419,DE MONCEAU,75008,PARIS 08,75,108,,CM,19,,65,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,07/01/2025,Vente,"26000000,00",53,,RUE,6419,DE MONCEAU,75008,PARIS 08,75,108,,CM,19,,66,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,06/01/2025,Vente,"920000,00",14,,CITE,0364,D ANTIN,75009,PARIS 09,75,109,,AP,72,,21,,7,"74,12",,,,,,,2,2,Appartement,,70,3,,,
,,,,,,,000001,06/01/2025,Vente,"920000,00",14,,CITE,0364,D ANTIN,75009,PARIS 09,75,109,,AP,72,,21,,7,"74,12",,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,07/01/2025,Vente,"271000,00",123,,AV,4903,JEAN JAURES,75019,PARIS 19,75,119,,AZ,44,,33,"36,32",,,,,,,,,1,2,Appartement,,21,1,,,
,,,,,,,000001,07/01/2025,Vente,"271000,00",123,,AV,4903,JEAN JAURES,75019,PARIS 19,75,119,,AZ,44,,33,"36,32",,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,07/01/2025,Vente,"270000,00",21,,RUE,7346,DES PETITS CARREAUX,75002,PARIS 02,75,102,,AJ,80,,26,"24,00",,,,,,,,,1,2,Appartement,,22,1,,,
,,,,,,,000001,03/01/2025,Vente,"562136,00",10,,RUE,5985,DES MARAICHERS,75020,PARIS 20,75,120,,EC,3,,4,"69,90",,,,,,,,,1,2,Appartement,,63,2,,,
,,,,,,,000001,03/01/2025,Vente,"562136,00",10,,RUE,5985,DES MARAICHERS,75020,PARIS 20,75,120,,EC,3,,39,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,07/01/2025,Vente,"220000,00",68,,RUE,8149,RENNEQUIN,75017,PARIS 17,75,117,,BF,70,,51,,60,"28,04",,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,07/01/2025,Vente,"220000,00",68,,RUE,8149,RENNEQUIN,75017,PARIS 17,75,117,,BF,70,,51,,60,"28,04",,,,,,,2,2,Appartement,,26,1,,,
,,,,,,,000001,06/01/2025,Vente,"197045,00",15,,RUE,6226,MAZAGRAN,75010,PARIS 10,75,110,,AV,36,,26,"16,33",27,"14,23",,,,,,,2,2,Appartement,,25,2,,,
,,,,,,,000001,06/01/2025,Vente,"435000,00",14,,RUE,4403,GUSTAVE CHARPENTIER,75017,PARIS 17,75,117,,AB,3,,227,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,06/01/2025,Vente,"435000,00",14,,RUE,4403,GUSTAVE CHARPENTIER,75017,PARIS 17,75,117,,AB,3,,143,,604,"74,00",,,,,,,2,2,Appartement,,74,3,,,
,,,,,,,000001,06/01/2025,Vente,"435000,00",14,,RUE,4403,GUSTAVE CHARPENTIER,75017,PARIS 17,75,117,,AB,3,,143,,604,"74,00",,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,02/01/2025,Vente,"415000,00",40,,RUE,6147,DES MARTYRS,75009,PARIS 09,75,109,,BA,124,,191,"38,37",192,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,02/01/2025,Vente,"415000,00",40,,RUE,6147,DES MARTYRS,75009,PARIS 09,75,109,,BA,124,,191,"38,37",192,,,,,,,,2,2,Appartement,,36,2,,,
,,,,,,,000001,07/01/2025,Vente,"760000,00",18,,RUE,0761,DE BEAUCE,75003,PARIS 03,75,103,,AI,76,,10,"57,09",,,,,,,,,1,2,Appartement,,70,3,,,
,,,,,,,000001,09/01/2025,Vente,"227100,00",3,,RUE,3370,DE L EST,75020,PARIS 20,75,120,,AR,72,,62,,94,"24,19",,,,,,,2,2,Appartement,,29,1,,,
,,,,,,,000001,09/01/2025,Vente,"227100,00",3,,RUE,3370,DE L EST,75020,PARIS 20,75,120,,AR,72,,3,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,09/01/2025,Vente,"227100,00",3,,RUE,3370,DE L EST,75020,PARIS 20,75,120,,AR,72,,62,,94,"24,19",,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,08/01/2025,Vente,"17000,00",13,,RUE,1836,CHARLES FRIEDEL,75020,PARIS 20,75,120,,AH,34,,400,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,07/01/2025,Vente,"356961,00",62,,RUE,0398,DE L AQUEDUC,75010,PARIS 10,75,110,,AF,46,,17,"41,90",31,,,,,,,,2,2,Appartement,,43,2,,,
,,,,,,,000001,03/01/2025,Vente,"217200,00",28,,RUE,0759,BEAUBOURG,75003,PARIS 03,75,103,,AT,12,,46,"18,26",,,,,,,,,1,2,Appartement,,18,1,,,
,,,,,,,000001,03/01/2025,Vente,"217200,00",28,,RUE,0759,BEAUBOURG,75003,PARIS 03,75,103,,AT,12,,46,"18,26",,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,03/01/2025,Vente,"289800,00",13,,RUE,4392,GUILLAUME TELL,75017,PARIS 17,75,117,,AX,105,,13,"27,06",3,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,03/01/2025,Vente,"289800,00",13,,RUE,4392,GUILLAUME TELL,75017,PARIS 17,75,117,,AX,105,,13,"27,06",3,,,,,,,,2,2,Appartement,,28,1,,,
,,,,,,,000001,06/01/2025,Vente,"29000,00",24,,RUE,8291,DU ROCHER,75008,PARIS 08,75,108,,BV,3,,104,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,213,0,,,
,,,,,,,000001,06/01/2025,Vente,"29000,00",24,,RUE,8291,DU ROCHER,75008,PARIS 08,75,108,,BV,3,,144,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,06/01/2025,Vente,"29000,00",24,,RUE,8291,DU ROCHER,75008,PARIS 08,75,108,,BV,3,,113,,136,,145,,,,,,3,4,Local industriel. commercial ou assimilé,,30,0,,,
,,,,,,,000001,06/01/2025,Vente,"29000,00",24,,RUE,8291,DU ROCHER,75008,PARIS 08,75,108,,BV,3,,138,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,10/01/2025,Vente,"347000,00",47,,RUE,6236,DE MEAUX,75019,PARIS 19,75,119,,AT,55,,105,,35,"38,41",,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,10/01/2025,Vente,"347000,00",47,,RUE,6236,DE MEAUX,75019,PARIS 19,75,119,,AT,55,,105,,35,"38,41",,,,,,,2,2,Appartement,,38,2,,,
,,,,,,,000001,08/01/2025,Vente,"477000,00",16,,PL,1768,DE LA CHAPELLE,75018,PARIS 18,75,118,,DF,68,,103,,19,"92,62",,,,,,,2,2,Appartement,,91,4,,,
,,,,,,,000001,08/01/2025,Vente,"477000,00",16,,PL,1768,DE LA CHAPELLE,75018,PARIS 18,75,118,,DF,68,,259,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,08/01/2025,Vente,"477000,00",16,,PL,1768,DE LA CHAPELLE,75018,PARIS 18,75,118,,DF,68,,103,,19,"92,62",,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,08/01/2025,Vente,"50000,00",13,,RUE,0094,D AGUESSEAU,75008,PARIS 08,75,108,,BN,39,,47,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,03/01/2025,Vente,"25000,00",29,,RUE,3983,DES GATINES,75020,PARIS 20,75,120,,CE,18,,41,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,09/01/2025,Vente,"840000,00",13,,SQ,3899,GABRIEL FAURE,75017,PARIS 17,75,117,,CH,28,,63,"81,38",90,,,,,,,,2,2,Appartement,,90,4,,,
,,,,,,,000001,09/01/2025,Vente,"840000,00",13,,SQ,3899,GABRIEL FAURE,75017,PARIS 17,75,117,,CH,28,,63,"81,38",90,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,09/01/2025,Vente,"777700,00",9,,BD,2689,DE DENAIN,75010,PARIS 10,75,110,,AM,23,,30,,62,"149,10",,,,,,,2,2,Appartement,,140,6,,,
,,,,,,,000001,09/01/2025,Vente,"777700,00",9,,BD,2689,DE DENAIN,75010,PARIS 10,75,110,,AM,23,,30,,62,"149,10",,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,09/01/2025,Vente,"175000,00",12,,RUE,5211,LA BRUYERE,75009,PARIS 09,75,109,,AF,111,,17,"19,01",,,,,,,,,1,2,Appartement,,19,1,,,
,,,,,,,000001,10/01/2025,Vente,"200000,00",123,,BD,5907,DE MAGENTA,75010,PARIS 10,75,110,,AM,1,,41,,,,,,,,,,1,2,Appartement,,38,2,,,
,,,,,,,000001,07/01/2025,Vente,"316000,00",8,B,RUE,0628,DU BAIGNEUR,75018,PARIS 18,75,118,,BK,86,,6,"36,74",,,,,,,,,1,2,Appartement,,35,2,,,
,,,,,,,000001,13/01/2025,Vente,"303000,00",28,,RUE,0833,DE BELLEVILLE,75020,PARIS 20,75,120,,AA,47,,15,"34,05",,,,,,,,,1,2,Appartement,,32,2,,,
,,,,,,,000001,02/01/2025,Vente,"120000,00",112,,AV,4903,JEAN JAURES,75019,PARIS 19,75,119,,CT,1,,56,"13,00",62,,,,,,,,2,4,Local industriel. commercial ou assimilé,,10,0,,,
,,,,,,,000001,08/01/2025,Vente,"2100000,00",8,,CITE,5502,LEMERCIER,75017,PARIS 17,75,117,,CN,41,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,159
,,,,,,,000001,08/01/2025,Vente,"2100000,00",8,,CITE,5502,LEMERCIER,75017,PARIS 17,75,117,,CN,41,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,44,0,S,,159
,,,,,,,000001,08/01/2025,Vente,"2100000,00",8,,CITE,5502,LEMERCIER,75017,PARIS 17,75,117,,CN,41,,,,,,,,,,,,0,1,Maison,,126,5,S,,159
,,,,,,,000001,07/01/2025,Vente,"1745000,00",29,,PL,6033,DU MARCHE ST HONORE,75001,PARIS 01,75,101,,AZ,3,,162,"93,38",,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,07/01/2025,Vente,"1745000,00",29,,PL,6033,DU MARCHE ST HONORE,75001,PARIS 01,75,101,,AZ,3,,162,"93,38",,,,,,,,,1,2,Appartement,,60,3,,,
,,,,,,,000001,07/01/2025,Vente,"1745000,00",29,,PL,6033,DU MARCHE ST HONORE,75001,PARIS 01,75,101,,AZ,3,,162,"93,38",,,,,,,,,1,4,Local industriel. commercial ou assimilé,,32,0,,,
,,,,,,,000001,06/01/2025,Vente,"126000,00",77,,RUE,0626,DE BAGNOLET,75020,PARIS 20,75,120,,CO,9,,100,,110,,120,,,,,,3,4,Local industriel. commercial ou assimilé,,16,0,,,
,,,,,,,000001,08/01/2025,Vente,"18000,00",3,,RUE,1478,DU CANADA,75018,PARIS 18,75,118,,DA,88,,23,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,09/01/2025,Vente,"303000,00",13,,RUE,3324,DE L ERMITAGE,75020,PARIS 20,75,120,,AP,64,,7,"34,71",,,,,,,,,1,2,Appartement,,36,2,,,
,,,,,,,000001,09/01/2025,Vente,"303000,00",13,,RUE,3324,DE L ERMITAGE,75020,PARIS 20,75,120,,AP,64,,7,"34,71",,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,08/01/2025,Vente,"400000,00",75,,RUE,0420,DES ARCHIVES,75003,PARIS 03,75,103,,AI,51,,113,,,,,,,,,,1,2,Appartement,,32,1,,,
,,,,,,,000001,06/01/2025,Vente,"412000,00",178,A,RUE,3516,DU FBG SAINT DENIS,75010,PARIS 10,75,110,,AI,29,,17,,9,"47,51",,,,,,,2,2,Appartement,,39,2,,,
,,,,,,,000001,06/01/2025,Vente,"412000,00",178,A,RUE,3516,DU FBG SAINT DENIS,75010,PARIS 10,75,110,,AI,29,,17,,9,"47,51",,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,08/01/2025,Vente,"12600,00",3,,RUE,8603,SAINT FARGEAU,75020,PARIS 20,75,120,,AS,103,,26,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,09/01/2025,Vente,"235000,00",160,,RUE,0517,D AUBERVILLIERS,75019,PARIS 19,75,119,,AH,27,,3315,"44,15",3411,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,09/01/2025,Vente,"235000,00",160,,RUE,0517,D AUBERVILLIERS,75019,PARIS 19,75,119,,AH,27,,3315,"44,15",3411,,,,,,,,2,2,Appartement,,40,2,,,
,,,,,,,000001,10/01/2025,Vente,"116000,00",73,,BD,2386,DE COURCELLES,75008,PARIS 08,75,108,,AY,29,,26,"10,56",,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,03/01/2025,Vente,"400140,00",10,,RUE,9988,YVES TOUDIC,75010,PARIS 10,75,110,,BH,26,,10,"34,98",26,,,,,,,,2,2,Appartement,,36,2,,,
,,,,,,,000001,10/01/2025,Vente,"518480,00",70,B,RUE,8333,DE ROMAINVILLE,75019,PARIS 19,75,119,,DT,69,,81,"60,58",83,,,,,,,,2,2,Appartement,,61,3,,,
,,,,,,,000001,08/01/2025,Vente,"31760,00",9,,RUE,6419,DE MONCEAU,75008,PARIS 08,75,108,,BC,22,,51,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,09/01/2025,Vente,"2039250,00",54,,RUE,8617,SAINT-GEORGES,75009,PARIS 09,75,109,,AG,66,,47,"136,28",,,,,,,,,1,2,Appartement,,136,3,,,
,,,,,,,000001,09/01/2025,Vente,"2039250,00",54,,RUE,8617,SAINT-GEORGES,75009,PARIS 09,75,109,,AG,66,,47,"136,28",,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,09/01/2025,Vente,"2039250,00",54,,RUE,8617,SAINT-GEORGES,75009,PARIS 09,75,109,,AG,66,,47,"136,28",,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,09/01/2025,Vente,"2039250,00",54,,RUE,8617,SAINT-GEORGES,75009,PARIS 09,75,109,,AG,66,,47,"136,28",,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,07/01/2025,Vente,"5400000,00",8,,RUE,3084,DE L ECHIQUIER,75010,PARIS 10,75,110,,AW,6,,,,,,,,,,,,0,2,Appartement,,79,3,S,,226
,,,,,,,000001,07/01/2025,Vente,"5400000,00",8,,RUE,3084,DE L ECHIQUIER,75010,PARIS 10,75,110,,AW,6,,,,,,,,,,,,0,2,Appartement,,128,4,S,,226
,,,,,,,000001,07/01/2025,Vente,"5400000,00",8,,RUE,3084,DE L ECHIQUIER,75010,PARIS 10,75,110,,AW,6,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,128,0,S,,226
,,,,,,,000001,07/01/2025,Vente,"5400000,00",8,,RUE,3084,DE L ECHIQUIER,75010,PARIS 10,75,110,,AW,6,,,,,,,,,,,,0,2,Appartement,,40,1,S,,226
,,,,,,,000001,07/01/2025,Vente,"5400000,00",8,,RUE,3084,DE L ECHIQUIER,75010,PARIS 10,75,110,,AW,6,,,,,,,,,,,,0,2,Appartement,,40,1,S,,226
,,,,,,,000001,07/01/2025,Vente,"5400000,00",8,,RUE,3084,DE L ECHIQUIER,75010,PARIS 10,75,110,,AW,6,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,226
,,,,,,,000001,07/01/2025,Vente,"5400000,00",8,,RUE,3084,DE L ECHIQUIER,75010,PARIS 10,75,110,,AW,6,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,226
,,,,,,,000001,07/01/2025,Vente,"5400000,00",8,,RUE,3084,DE L ECHIQUIER,75010,PARIS 10,75,110,,AW,6,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,226
,,,,,,,000001,07/01/2025,Vente,"5400000,00",8,,RUE,3084,DE L ECHIQUIER,75010,PARIS 10,75,110,,AW,6,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,226
,,,,,,,000001,07/01/2025,Vente,"5400000,00",8,,RUE,3084,DE L ECHIQUIER,75010,PARIS 10,75,110,,AW,6,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,226
,,,,,,,000001,07/01/2025,Vente,"5400000,00",8,,RUE,3084,DE L ECHIQUIER,75010,PARIS 10,75,110,,AW,6,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,226
,,,,,,,000001,07/01/2025,Vente,"5400000,00",8,,RUE,3084,DE L ECHIQUIER,75010,PARIS 10,75,110,,AW,6,,,,,,,,,,,,0,2,Appartement,,80,3,S,,226
,,,,,,,000001,07/01/2025,Vente,"5400000,00",8,,RUE,3084,DE L ECHIQUIER,75010,PARIS 10,75,110,,AW,6,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,125,0,S,,226
,,,,,,,000001,07/01/2025,Vente,"5400000,00",8,,RUE,3084,DE L ECHIQUIER,75010,PARIS 10,75,110,,AW,6,,,,,,,,,,,,0,2,Appartement,,79,3,S,,226
,,,,,,,000001,07/01/2025,Vente,"5400000,00",8,,RUE,3084,DE L ECHIQUIER,75010,PARIS 10,75,110,,AW,6,,,,,,,,,,,,0,2,Appartement,,40,1,S,,226
