Identifiant de document,Reference document,1 Articles CGI,2 Articles CGI,3 Articles CGI,4 Articles CGI,5 Articles CGI,No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain
,,,,,,,000001,05/01/2023,Vente,"220000,00",24,,RUE,1061,BOINOD,75018,PARIS 18,75,118,,BW,71,,1,"18,98",15,,,,,,,,2,4,Local industriel. commercial ou assimilé,,30,0,,,
,,,,,,,000001,04/01/2023,Vente,"158000,00",24,,RUE,1061,BOINOD,75018,PARIS 18,75,118,,BW,71,,8,"17,49",,,,,,,,,1,2,Appartement,,18,1,,,
,,,,,,,000001,04/01/2023,Vente,"396800,00",90,,AV,8718,DE SAINT OUEN,75018,PARIS 18,75,118,,AH,1,,53,"35,01",71,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,04/01/2023,Vente,"396800,00",90,,AV,8718,DE SAINT OUEN,75018,PARIS 18,75,118,,AH,1,,53,"35,01",71,,,,,,,,2,2,Appartement,,33,3,,,
,,,,,,,000001,06/01/2023,Vente,"1240000,00",15,,RUE,8724,DE SAINT PETERSBOURG,75008,PARIS 08,75,108,,CD,17,,7,"100,54",,,,,,,,,1,4,Local industriel. commercial ou assimilé,,116,0,,,
,,,,,,,000001,06/01/2023,Vente,"311900,00",4,,RUE,0904,DE BERRI,75008,PARIS 08,75,108,,BG,3,,29,"30,66",,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,06/01/2023,Vente,"311900,00",4,,RUE,0904,DE BERRI,75008,PARIS 08,75,108,,BG,3,,29,"30,66",,,,,,,,,1,2,Appartement,,30,1,,,
,,,,,,,000001,06/01/2023,Vente,"14000,00",79,,RUE,6924,ORFILA,75020,PARIS 20,75,120,,CD,42,,176,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,04/01/2023,Vente,"260000,00",11,,RUE,2391,DE LA CR DES NOUES,75020,PARIS 20,75,120,,CI,56,,176,"28,35",,,,,,,,,1,2,Appartement,,29,1,,,
,,,,,,,000001,04/01/2023,Vente,"284710,00",14,,RUE,9479,TROYON,75017,PARIS 17,75,117,,AK,71,,13,"20,58",,,,,,,,,1,2,Appartement,,20,1,,,
,,,,,,,000001,09/01/2023,Vente,"338000,00",10,,VLA,9086,STENDHAL,75020,PARIS 20,75,120,,CL,53,,26,"35,80",53,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,09/01/2023,Vente,"338000,00",10,,VLA,9086,STENDHAL,75020,PARIS 20,75,120,,CL,53,,26,"35,80",53,,,,,,,,2,2,Appartement,,34,2,,,
,,,,,,,000001,05/01/2023,Vente,"600000,00",332,,RUE,7904,DES PYRENEES,75020,PARIS 20,75,120,,AK,11,,14,"54,07",,,,,,,,,1,2,Appartement,,60,3,,,
,,,,,,,000001,05/01/2023,Vente,"600000,00",332,,RUE,7904,DES PYRENEES,75020,PARIS 20,75,120,,AK,11,,14,"54,07",,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,03/01/2023,Vente,"730000,00",192,,RUE,1723,CHAMPIONNET,75018,PARIS 18,75,118,,AH,38,,42,"78,20",427,,,,,,,,2,2,Appartement,,79,4,,,
,,,,,,,000001,03/01/2023,Vente,"730000,00",192,,RUE,1723,CHAMPIONNET,75018,PARIS 18,75,118,,AH,38,,42,"78,20",427,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,03/01/2023,Vente,"730000,00",192,,RUE,1723,CHAMPIONNET,75018,PARIS 18,75,118,,AH,38,,281,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,09/01/2023,Vente,"285000,00",75,,BD,5951,MALESHERBES,75008,PARIS 08,75,108,,CI,40,,104,"24,92",,,,,,,,,1,2,Appartement,,19,1,,,
,,,,,,,000001,06/01/2023,Vente,"916000,00",40,T,QUAI,4964,DE JEMMAPES,75010,PARIS 10,75,110,,BI,34,,367,"71,21",,,,,,,,,1,2,Appartement,,77,3,,,
,,,,,,,000001,09/01/2023,Vente,"240000,00",11,,RUE,6924,ORFILA,75020,PARIS 20,75,120,,CC,78,,21,"14,98",,,,,,,,,1,4,Local industriel. commercial ou assimilé,,14,0,,,
,,,,,,,000001,09/01/2023,Vente,"240000,00",11,,RUE,6924,ORFILA,75020,PARIS 20,75,120,,CC,78,,22,"13,57",,,,,,,,,1,2,Appartement,,16,1,,,
,,,,,,,000001,04/01/2023,Vente,"30000,00",24,,RUE,9508,TURGOT,75009,PARIS 09,75,109,,BD,42,,28,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,06/01/2023,Vente,"95000,00",138,,BD,4485,HAUSSMANN,75008,PARIS 08,75,108,,CI,88,,24,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,18,0,,,
,,,,,,,000001,04/01/2023,Vente,"378000,00",11,,RUE,7766,POUCHET,75017,PARIS 17,75,117,,DG,107,,9,"33,79",,,,,,,,,1,2,Appartement,,35,2,,,
,,,,,,,000001,04/01/2023,Vente,"250000,00",133,,RUE,8339,DE ROME,75017,PARIS 17,75,117,,CJ,108,,114,,115,,17,,,,,,3,2,Appartement,,23,1,,,
,,,,,,,000001,06/01/2023,Vente,"396000,00",46,,RUE,6955,D ORSEL,75018,PARIS 18,75,118,,BQ,29,,57,"35,14",58,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,06/01/2023,Vente,"396000,00",46,,RUE,6955,D ORSEL,75018,PARIS 18,75,118,,BQ,29,,57,"35,14",58,,,,,,,,2,2,Appartement,,26,2,,,
,,,,,,,000001,04/01/2023,Vente,"175000,00",118,,RUE,6401,DES MOINES,75017,PARIS 17,75,117,,DM,53,,22,,,,,,,,,,1,2,Appartement,,21,1,,,
,,,,,,,000001,04/01/2023,Vente,"175000,00",118,,RUE,6401,DES MOINES,75017,PARIS 17,75,117,,DM,53,,22,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,04/01/2023,Vente,"1121500,00",11,,RUE,5503,LEMERCIER,75017,PARIS 17,75,117,,CO,111,,403,,413,"91,55",,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,04/01/2023,Vente,"1121500,00",11,,RUE,5503,LEMERCIER,75017,PARIS 17,75,117,,CO,111,,403,,413,"91,55",,,,,,,2,2,Appartement,,110,5,,,
,,,,,,,000001,03/01/2023,Vente,"34000,00",12,,RUE,5503,LEMERCIER,75017,PARIS 17,75,117,,CN,56,,125,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,06/01/2023,Vente,"1163879,00",80,,RUE,6147,DES MARTYRS,75018,PARIS 18,75,118,,BQ,92,,11,,,,,,,,,,1,2,Appartement,,81,4,,,
,,,,,,,000001,06/01/2023,Vente,"1163879,00",80,,RUE,6147,DES MARTYRS,75018,PARIS 18,75,118,,BQ,92,,11,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,06/01/2023,Vente,"302000,00",1,,RUE,3449,D EUPATORIA,75020,PARIS 20,75,120,,AO,13,,12,,19,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,06/01/2023,Vente,"302000,00",1,,RUE,3449,D EUPATORIA,75020,PARIS 20,75,120,,AO,13,,12,,19,,,,,,,,2,2,Appartement,,30,2,,,
,,,,,,,000001,06/01/2023,Vente,"571000,00",262,,RUE,7904,DES PYRENEES,75020,PARIS 20,75,120,,BV,113,,12,,,,,,,,,,1,2,Appartement,,54,2,,,
,,,,,,,000001,06/01/2023,Vente,"571000,00",262,,RUE,7904,DES PYRENEES,75020,PARIS 20,75,120,,BV,113,,12,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,04/01/2023,Vente,"472350,00",25,,RUE,6942,DES ORMEAUX,75020,PARIS 20,75,120,,DT,9,,6,,,,,,,,,,1,2,Appartement,,52,3,,,
,,,,,,,000001,04/01/2023,Vente,"120000,00",15,,RUE,6130,MARTEL,75010,PARIS 10,75,110,,AS,59,,5,,50,,,,,,,,2,2,Appartement,,85,4,,,
,,,,,,,000001,04/01/2023,Vente,"120000,00",15,,RUE,6130,MARTEL,75010,PARIS 10,75,110,,AS,59,,5,,50,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,09/01/2023,Vente,"495000,00",13,,RUE,7796,DU PRE ST GERVAIS,75019,PARIS 19,75,119,,DX,27,,28,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,09/01/2023,Vente,"495000,00",13,,RUE,7796,DU PRE ST GERVAIS,75019,PARIS 19,75,119,,DX,27,,28,,,,,,,,,,1,2,Appartement,,63,2,,,
,,,,,,,000001,03/01/2023,Vente,"405000,00",102,,BD,8288,ROCHECHOUART,75018,PARIS 18,75,118,,BQ,73,,28,,5,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,03/01/2023,Vente,"405000,00",102,,BD,8288,ROCHECHOUART,75018,PARIS 18,75,118,,BQ,73,,28,,5,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,03/01/2023,Vente,"405000,00",102,,BD,8288,ROCHECHOUART,75018,PARIS 18,75,118,,BQ,73,,28,,5,,,,,,,,2,2,Appartement,,31,1,,,
,,,,,,,000001,06/01/2023,Vente,"186000,00",14,,RUE,3625,FESSART,75019,PARIS 19,75,119,,EI,35,,20,,33,,,,,,,,2,2,Appartement,,18,1,,,
,,,,,,,000001,06/01/2023,Vente,"186000,00",14,,RUE,3625,FESSART,75019,PARIS 19,75,119,,EI,35,,20,,33,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,03/01/2023,Vente,"209100,00",74,,AV,4903,JEAN JAURES,75019,PARIS 19,75,119,,AX,54,,101,,136,,212,,,,,,3,2,Appartement,,25,1,,,
,,,,,,,000001,09/01/2023,Vente,"253000,00",116,,RUE,6401,DES MOINES,75017,PARIS 17,75,117,,DM,52,,24,,64,,,,,,,,2,2,Appartement,,31,2,,,
,,,,,,,000001,09/01/2023,Vente,"253000,00",116,,RUE,6401,DES MOINES,75017,PARIS 17,75,117,,DM,52,,24,,64,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,06/01/2023,Vente,"374150,00",43,,RUE,8180,DE LA REUNION,75020,PARIS 20,75,120,,DR,73,,14,"38,67",,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,06/01/2023,Vente,"374150,00",43,,RUE,8180,DE LA REUNION,75020,PARIS 20,75,120,,DR,73,,14,"38,67",,,,,,,,,1,2,Appartement,,34,3,,,
,,,,,,,000001,09/01/2023,Vente,"264745,00",21,,RUE,2157,DES CLOYS,75018,PARIS 18,75,118,,AW,34,,26,,5,,,,,,,,2,2,Appartement,,40,2,,,
,,,,,,,000001,04/01/2023,Vente,"100000,00",89,,RUE,3522,DU FBG ST MARTIN,75010,PARIS 10,75,110,,BA,35,,34,,,,,,,,,,1,2,Appartement,,9,1,,,
,,,,,,,000001,04/01/2023,Vente,"268000,00",21,,RUE,6336,MICHEL LE COMTE,75003,PARIS 03,75,103,,AT,91,,13,,24,,,,,,,,2,2,Appartement,,23,1,,,
,,,,,,,000001,04/01/2023,Vente,"268000,00",21,,RUE,6336,MICHEL LE COMTE,75003,PARIS 03,75,103,,AT,91,,13,,24,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,11/01/2023,Vente,"55800,00",230,,RUE,3518,DU FAUBOURG SAINT HONORE,75008,PARIS 08,75,108,,BC,36,,323,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,10/01/2023,Vente,"316770,00",5,,RUE,7892,LOUIS PUTEAUX,75017,PARIS 17,75,117,,CL,22,,3,"34,93",,,,,,,,,1,2,Appartement,,35,2,,,
,,,,,,,000001,11/01/2023,Vente,"94000,00",2,,RUE,5261,DE LAGHOUAT,75018,PARIS 18,75,118,,CF,100,,2,"14,37",,,,,,,,,1,2,Appartement,,15,1,,,
,,,,,,,000001,11/01/2023,Vente,"94000,00",2,,RUE,5261,DE LAGHOUAT,75018,PARIS 18,75,118,,CF,100,,2,"14,37",,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,05/01/2023,Vente,"199000,00",14,,RUE,2696,DENOYEZ,75020,PARIS 20,75,120,,AA,28,,70,"20,01",,,,,,,,,1,2,Appartement,,18,1,,,
,,,,,,,000001,06/01/2023,Vente,"1162000,00",13,,PAS,2938,DUBAIL,75010,PARIS 10,75,110,,BB,65,,106,,107,,116,,,,,,3,3,Dépendance,,0,0,,,
,,,,,,,000001,06/01/2023,Vente,"1162000,00",13,,PAS,2938,DUBAIL,75010,PARIS 10,75,110,,BB,65,,106,,107,,116,,,,,,3,2,Appartement,,106,4,,,
,,,,,,,000001,11/01/2023,Vente,"395000,00",10,,VLA,6856,DES NYMPHEAS,75020,PARIS 20,75,120,,BO,11,,1118,,420,,,,,,,,2,2,Appartement,,43,2,,,
,,,,,,,000001,11/01/2023,Vente,"395000,00",19,,RUE,5134,DE LA JUSTICE,75020,PARIS 20,75,120,,BO,11,,1162,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,11/01/2023,Vente,"395000,00",10,,VLA,6856,DES NYMPHEAS,75020,PARIS 20,75,120,,BO,11,,1118,,420,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,10/01/2023,Vente,"260000,00",15,,QUAI,6879,DE L OISE,75019,PARIS 19,75,119,,BH,45,,381,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,10/01/2023,Vente,"260000,00",15,,QUAI,6879,DE L OISE,75019,PARIS 19,75,119,,BH,45,,381,,,,,,,,,,1,2,Appartement,,31,1,,,
,,,,,,,000001,10/01/2023,Vente,"260000,00",15,,QUAI,6879,DE L OISE,75019,PARIS 19,75,119,,BH,45,,381,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,04/01/2023,Vente,"500000,00",6,,VC,X350,J 20,75020,PARIS 20,75,120,,AW,23,,140,,341,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,04/01/2023,Vente,"500000,00",6,,VC,X350,J 20,75020,PARIS 20,75,120,,AW,23,,498,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,04/01/2023,Vente,"500000,00",6,,VC,X350,J 20,75020,PARIS 20,75,120,,AW,23,,140,,341,,,,,,,,2,2,Appartement,,74,4,,,
,,,,,,,000001,11/01/2023,Vente,"272000,00",39,,RUE,7314,PETIT,75019,PARIS 19,75,119,,CT,5,,6,"35,05",,,,,,,,,1,2,Appartement,,24,3,,,
,,,,,,,000001,10/01/2023,Vente,"380000,00",31,,RUE,3713,PIERRE FONTAINE,75009,PARIS 09,75,109,,AD,94,,20,"34,45",41,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,10/01/2023,Vente,"380000,00",31,,RUE,3713,PIERRE FONTAINE,75009,PARIS 09,75,109,,AD,94,,20,"34,45",41,,,,,,,,2,2,Appartement,,30,2,,,
,,,,,,,000001,05/01/2023,Vente,"1089450,00",38,,RUE,3407,EUGENE CARRIERE,75018,PARIS 18,75,118,,AK,19,,27,,70,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,05/01/2023,Vente,"1089450,00",38,,RUE,3407,EUGENE CARRIERE,75018,PARIS 18,75,118,,AK,19,,27,,70,,,,,,,,2,2,Appartement,,92,5,,,
,,,,,,,000001,05/01/2023,Vente,"877400,00",50,,RUE,2116,DE CLICHY,75009,PARIS 09,75,109,,AB,82,,113,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,05/01/2023,Vente,"877400,00",50,,RUE,2116,DE CLICHY,75009,PARIS 09,75,109,,AB,82,,16,"68,74",,,,,,,,,1,2,Appartement,,69,3,,,
,,,,,,,000001,10/01/2023,Vente,"693000,00",30,,RUE,3510,DU FBOURG MONTMARTRE,75009,PARIS 09,75,109,,AW,5,,15,"64,20",36,,37,,,,,,3,2,Appartement,,64,3,,,
,,,,,,,000001,10/01/2023,Vente,"469000,00",12,,RUE,6122,DE MARSEILLE,75010,PARIS 10,75,110,,BE,26,,12,"49,08",,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,10/01/2023,Vente,"469000,00",12,,RUE,6122,DE MARSEILLE,75010,PARIS 10,75,110,,BE,26,,12,"49,08",,,,,,,,,1,2,Appartement,,48,3,,,
,,,,,,,000001,06/01/2023,Vente,"890500,00",163,,RUE,8525,SAINT-DENIS,75002,PARIS 02,75,102,,AM,98,,111,,70,,,,,,,,2,2,Appartement,,63,2,,,
,,,,,,,000001,04/01/2023,Vente,"810000,00",1,,PL,9741,DES VICTOIRES,75001,PARIS 01,75,101,,AV,93,,13,,15,,17,,18,"35,26",,,4,2,Appartement,,30,1,,,
,,,,,,,000001,04/01/2023,Vente,"810000,00",1,,PL,9741,DES VICTOIRES,75001,PARIS 01,75,101,,AV,93,,13,,15,,17,,18,"35,26",,,4,3,Dépendance,,0,0,,,
,,,,,,,000001,09/01/2023,Vente,"221510,00",37,,RUE,8603,SAINT FARGEAU,75020,PARIS 20,75,120,,AW,64,,1212,,1423,,,,,,,,2,2,Appartement,,25,1,,,
,,,,,,,000001,09/01/2023,Vente,"221510,00",37,,RUE,8603,SAINT FARGEAU,75020,PARIS 20,75,120,,AW,64,,1212,,1423,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,06/01/2023,Vente,"518000,00",32,,RUE,5976,MANIN,75019,PARIS 19,75,119,,DE,9,,23,,3,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,06/01/2023,Vente,"518000,00",32,,RUE,5976,MANIN,75019,PARIS 19,75,119,,DE,9,,23,,3,,,,,,,,2,2,Appartement,,76,3,,,
,,,,,,,000001,04/01/2023,Vente,"55000,00",56,,BD,7258,PEREIRE,75017,PARIS 17,75,117,,BU,21,,4,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,06/01/2023,Vente,"431500,00",22,,PAS,8081,DES RECOLLETS,75010,PARIS 10,75,110,,BB,41,,326,,47,"36,02",,,,,,,2,2,Appartement,,39,2,,,
,,,,,,,000001,06/01/2023,Vente,"431500,00",22,,PAS,8081,DES RECOLLETS,75010,PARIS 10,75,110,,BB,41,,326,,47,"36,02",,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,11/01/2023,Vente,"1905100,00",4,,RUE,5242,LAFERRIERE,75009,PARIS 09,75,109,,AG,32,,43,"161,17",59,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,11/01/2023,Vente,"1905100,00",4,,RUE,5242,LAFERRIERE,75009,PARIS 09,75,109,,AG,32,,43,"161,17",59,,,,,,,,2,2,Appartement,,156,6,,,
,,,,,,,000001,12/01/2023,Vente,"914400,00",34,,RUE,2116,DE CLICHY,75009,PARIS 09,75,109,,AJ,39,,100,,150,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,12/01/2023,Vente,"914400,00",34,,RUE,2116,DE CLICHY,75009,PARIS 09,75,109,,AJ,39,,100,,150,,,,,,,,2,2,Appartement,,76,4,,,
,,,,,,,000001,12/01/2023,Vente,"914400,00",34,,RUE,2116,DE CLICHY,75009,PARIS 09,75,109,,AJ,39,,223,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,11/01/2023,Vente,"23500,00",206,,BD,1887,DE CHARONNE,75020,PARIS 20,75,120,,CS,12,,1193,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,06/01/2023,Vente,"350200,00",27,,RUE,3417,EUGENE JUMIN,75019,PARIS 19,75,119,,CY,48,,33,"40,40",42,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,06/01/2023,Vente,"350200,00",27,,RUE,3417,EUGENE JUMIN,75019,PARIS 19,75,119,,CY,48,,33,"40,40",42,,,,,,,,2,2,Appartement,,40,2,,,
,,,,,,,000001,04/01/2023,Vente,"191250,00",5,,RUE,0253,DE L ALSACE LORRAINE,75019,PARIS 19,75,119,,DE,30,,24,"20,30",,,,,,,,,1,2,Appartement,,21,1,,,
,,,,,,,000001,10/01/2023,Vente,"707300,00",4,,RUE,5381,DE LA TOUR D AUVERGNE,75009,PARIS 09,75,109,,BE,1,,13,"52,53",27,,,,,,,,2,2,Appartement,,54,3,,,
,,,,,,,000001,10/01/2023,Vente,"707300,00",4,,RUE,5381,DE LA TOUR D AUVERGNE,75009,PARIS 09,75,109,,BE,1,,13,"52,53",27,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,06/01/2023,Vente,"625500,00",7,,RUE,1419,CAIL,75010,PARIS 10,75,110,,AH,10,,18,"67,95",52,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,06/01/2023,Vente,"625500,00",7,,RUE,1419,CAIL,75010,PARIS 10,75,110,,AH,10,,18,"67,95",52,,,,,,,,2,2,Appartement,,54,3,,,
,,,,,,,000001,06/01/2023,Vente,"324000,00",110,,RUE,1723,CHAMPIONNET,75018,PARIS 18,75,118,,AY,70,,110,"35,39",,,,,,,,,1,2,Appartement,,36,2,,,
,,,,,,,000001,06/01/2023,Vente,"10000,00",23,,RUE,9508,TURGOT,75009,PARIS 09,75,109,,BD,8,,82,,83,,,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,10/01/2023,Vente,"24500,00",82,,RUE,2921,DOUDEAUVILLE,75018,PARIS 18,75,118,,BU,131,,5639,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,06/01/2023,Vente,"650000,00",23,,RUE,3339,ERNESTINE,75018,PARIS 18,75,118,,CF,45,,48,,9,"77,87",,,,,,,2,2,Appartement,,81,4,,,
,,,,,,,000001,06/01/2023,Vente,"650000,00",23,,RUE,3339,ERNESTINE,75018,PARIS 18,75,118,,CF,45,,48,,9,"77,87",,,,,,,2,3,Dépendance,,0,0,,,
,,,,,,,000001,06/01/2023,Vente,"650000,00",23,,RUE,3339,ERNESTINE,75018,PARIS 18,75,118,,CF,45,,77,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,05/01/2023,Vente,"3000,00",54,B,RUE,6918,ORDENER,75018,PARIS 18,75,118,,BG,29,,19,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,05/01/2023,Vente,"3000,00",54,B,RUE,6918,ORDENER,75018,PARIS 18,75,118,,BG,29,,19,,,,,,,,,,1,2,Appartement,,60,3,,,
